#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
4.800000e+01   3.459261e+02   2.855255e+02   3.707480e+01   2.686578e+01   3.389919e+00   -1.325473e+00   -1.341248e-01   1.094601e-01   1.731213e-01
5.000000e+01   3.458392e+02   2.859661e+02   3.707485e+01   2.686578e+01   3.937118e+00   -1.487946e+00   2.708265e-02   1.082830e-01   1.116185e-01
4.700000e+01   3.457147e+02   2.864318e+02   3.707484e+01   2.686568e+01   3.135038e+00   -1.240607e+00   -9.036710e-03   -2.513498e-01   2.515122e-01
4.900000e+01   3.456661e+02   2.867477e+02   3.707479e+01   2.686581e+01   3.330996e+00   -1.306435e+00   -1.737381e-01   2.154893e-01   2.768042e-01
5.000000e+01   3.456210e+02   2.870156e+02   3.707482e+01   2.686571e+01   3.538533e+00   -1.372058e+00   -5.266146e-02   -1.475055e-01   1.566240e-01
4.900000e+01   3.454191e+02   2.871345e+02   3.707486e+01   2.686552e+01   2.980324e+00   -1.185659e+00   8.756445e-02   -8.533272e-01   8.578081e-01
4.800000e+01   3.455227e+02   2.871909e+02   3.707494e+01   2.686556e+01   3.101621e+00   -1.228972e+00   3.681662e-01   -6.977439e-01   7.889188e-01
5.100000e+01   3.455092e+02   2.875872e+02   3.707480e+01   2.686575e+01   2.808498e+00   -1.121185e+00   -1.375802e-01   1.095700e-03   1.375846e-01
4.900000e+01   3.455014e+02   2.878763e+02   3.707479e+01   2.686581e+01   3.150775e+00   -1.246044e+00   -1.885357e-01   2.004703e-01   2.751982e-01
4.900000e+01   3.451943e+02   2.883919e+02   3.707484e+01   2.686575e+01   3.281177e+00   -1.290074e+00   0.000000e+00   0.000000e+00   0.000000e+00
