#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
8.400000e+01   7.266632e+02   5.630123e+02   3.684758e+01   2.776817e+01   3.253672e+00   -1.280935e+00   7.782334e-02   -7.142052e-01   7.184327e-01
8.800000e+01   7.265681e+02   5.633949e+02   3.684769e+01   2.776798e+01   2.664093e+00   -1.063873e+00   4.437772e-01   -1.394632e+00   1.463535e+00
8.600000e+01   7.264051e+02   5.639165e+02   3.684752e+01   2.776784e+01   3.392803e+00   -1.326397e+00   -1.395030e-01   -1.910539e+00   1.915625e+00
9.000000e+01   7.262990e+02   5.641396e+02   3.684763e+01   2.776769e+01   3.520099e+00   -1.366387e+00   2.246447e-01   -2.435748e+00   2.446085e+00
8.600000e+01   7.262323e+02   5.643862e+02   3.684762e+01   2.776765e+01   3.373492e+00   -1.320199e+00   2.020803e-01   -2.602487e+00   2.610321e+00
8.800000e+01   7.262784e+02   5.646773e+02   3.684760e+01   2.776802e+01   3.261979e+00   -1.283703e+00   1.165149e-01   -1.252184e+00   1.257593e+00
8.600000e+01   7.262815e+02   5.647908e+02   3.684750e+01   2.776784e+01   3.299256e+00   -1.296040e+00   -2.380088e-01   -1.909024e+00   1.923804e+00
8.800000e+01   7.262468e+02   5.650863e+02   3.684752e+01   2.776791e+01   3.501892e+00   -1.360757e+00   -1.601493e-01   -1.643797e+00   1.651580e+00
8.800000e+01   7.261569e+02   5.652969e+02   3.684752e+01   2.776790e+01   3.579995e+00   -1.384706e+00   -1.428158e-01   -1.678671e+00   1.684735e+00
8.800000e+01   7.260721e+02   5.659303e+02   3.684756e+01   2.776837e+01   3.804753e+00   -1.450816e+00   0.000000e+00   0.000000e+00   0.000000e+00
