#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
3.400000e+01   8.537857e+01   2.021263e+02   3.703844e+01   2.632182e+01   9.441316e+00   -2.437581e+00   -2.316868e-01   -1.993614e+00   2.007031e+00
3.400000e+01   8.526983e+01   2.027188e+02   3.703824e+01   2.632196e+01   9.352201e+00   -2.427285e+00   -9.381213e-01   -1.501925e+00   1.770833e+00
3.400000e+01   8.515998e+01   2.030805e+02   3.703842e+01   2.632183e+01   1.067777e+01   -2.571202e+00   -2.881174e-01   -1.948985e+00   1.970166e+00
3.300000e+01   8.504878e+01   2.033206e+02   3.703849e+01   2.632184e+01   1.005077e+01   -2.505499e+00   -3.578449e-02   -1.917239e+00   1.917573e+00
3.600000e+01   8.510340e+01   2.037694e+02   3.703828e+01   2.632201e+01   1.049211e+01   -2.552157e+00   -7.969286e-01   -1.328623e+00   1.549301e+00
3.300000e+01   8.505493e+01   2.039127e+02   3.703835e+01   2.632213e+01   1.115042e+01   -2.618228e+00   -5.420343e-01   -8.868754e-01   1.039398e+00
3.400000e+01   8.506798e+01   2.039922e+02   3.703831e+01   2.632207e+01   1.142935e+01   -2.645054e+00   -6.885381e-01   -1.098103e+00   1.296115e+00
3.600000e+01   8.503679e+01   2.042047e+02   3.703851e+01   2.632211e+01   1.047992e+01   -2.550895e+00   3.634247e-02   -9.456744e-01   9.463725e-01
3.100000e+01   8.504764e+01   2.045591e+02   3.703843e+01   2.632216e+01   9.928277e+00   -2.492185e+00   -2.693999e-01   -7.757940e-01   8.212385e-01
3.300000e+01   8.488055e+01   2.050958e+02   3.703850e+01   2.632238e+01   1.051437e+01   -2.554459e+00   0.000000e+00   0.000000e+00   0.000000e+00
