#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
1.500000e+01   3.755967e+01   2.750640e+01   2.401001e+01   -3.450981e+00   6.161190e-01   4.535417e-01   7.650508e-01
1.800000e+01   3.755987e+01   2.750629e+01   2.230779e+01   -3.371141e+00   1.346330e+00   6.321117e-02   1.347813e+00
1.800000e+01   3.755961e+01   2.750632e+01   2.159778e+01   -3.336023e+00   4.014337e-01   1.517110e-01   4.291447e-01
1.900000e+01   3.755965e+01   2.750623e+01   2.167996e+01   -3.340146e+00   5.486291e-01   -1.495972e-01   5.686591e-01
2.300000e+01   3.755982e+01   2.750616e+01   1.995618e+01   -3.250193e+00   1.166933e+00   -4.284668e-01   1.243107e+00
2.200000e+01   3.755978e+01   2.750618e+01   1.792995e+01   -3.133947e+00   1.016673e+00   -3.389831e-01   1.071696e+00
2.000000e+01   3.755959e+01   2.750618e+01   1.932689e+01   -3.215405e+00   3.096682e-01   -3.336893e-01   4.552394e-01
2.000000e+01   3.755962e+01   2.750617e+01   2.040710e+01   -3.274453e+00   4.372990e-01   -3.931866e-01   5.880698e-01
2.100000e+01   3.755970e+01   2.750614e+01   2.064570e+01   -3.287074e+00   7.103896e-01   -4.835252e-01   8.593311e-01
1.900000e+01   3.755950e+01   2.750627e+01   2.152778e+01   -3.332498e+00   0.000000e+00   0.000000e+00   0.000000e+00
