#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
2.700000e+01   3.696481e+01   2.649193e+01   1.278969e+01   -2.767150e+00   -2.146187e-01   -8.345761e-01   8.617300e-01
3.300000e+01   3.696463e+01   2.649187e+01   1.432669e+01   -2.890364e+00   -8.299098e-01   -1.060782e+00   1.346851e+00
3.000000e+01   3.696479e+01   2.649163e+01   1.416240e+01   -2.877842e+00   -2.742763e-01   -1.938987e+00   1.958290e+00
3.200000e+01   3.696460e+01   2.649178e+01   1.401612e+01   -2.866569e+00   -9.681851e-01   -1.383300e+00   1.688461e+00
3.600000e+01   3.696458e+01   2.649175e+01   1.573842e+01   -2.992403e+00   -1.028886e+00   -1.492222e+00   1.812549e+00
3.200000e+01   3.696472e+01   2.649185e+01   1.589387e+01   -3.003074e+00   -5.259335e-01   -1.129152e+00   1.245628e+00
2.800000e+01   3.696474e+01   2.649179e+01   1.543755e+01   -2.971446e+00   -4.539314e-01   -1.346732e+00   1.421176e+00
3.300000e+01   3.696465e+01   2.649193e+01   1.430526e+01   -2.888739e+00   -7.811085e-01   -8.419172e-01   1.148458e+00
3.600000e+01   3.696453e+01   2.649194e+01   1.582527e+01   -2.998378e+00   -1.207826e+00   -8.017566e-01   1.449709e+00
3.100000e+01   3.696487e+01   2.649217e+01   1.552719e+01   -2.977732e+00   0.000000e+00   0.000000e+00   0.000000e+00
