#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
7.100000e+01   3.683124e+01   2.701039e+01   1.256180e+02   -5.247630e+00   2.290353e-02   -4.747444e-02   5.271048e-02
7.200000e+01   3.683129e+01   2.701033e+01   1.179159e+02   -5.178931e+00   1.934570e-01   -2.841240e-01   3.437325e-01
7.100000e+01   3.683124e+01   2.701023e+01   1.162905e+02   -5.163860e+00   1.784777e-02   -6.325073e-01   6.327591e-01
7.100000e+01   3.683118e+01   2.701014e+01   1.003911e+02   -5.004238e+00   -1.866979e-01   -9.458550e-01   9.641046e-01
7.400000e+01   3.683116e+01   2.701027e+01   1.058180e+02   -5.061398e+00   -2.688197e-01   -4.778972e-01   5.483154e-01
7.400000e+01   3.683116e+01   2.701032e+01   1.132216e+02   -5.134823e+00   -2.642637e-01   -3.283207e-01   4.214615e-01
6.900000e+01   3.683116e+01   2.701037e+01   1.104199e+02   -5.107618e+00   -2.552687e-01   -1.440882e-01   2.931272e-01
7.500000e+01   3.683115e+01   2.701027e+01   1.098752e+02   -5.102249e+00   -2.966253e-01   -4.905337e-01   5.732451e-01
7.200000e+01   3.683120e+01   2.701027e+01   1.093720e+02   -5.097265e+00   -1.096500e-01   -4.988241e-01   5.107334e-01
7.200000e+01   3.683123e+01   2.701041e+01   1.270695e+02   -5.260103e+00   0.000000e+00   0.000000e+00   0.000000e+00
