#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
3.000000e+01   3.732341e+01   2.693978e+01   5.138397e+01   -4.277069e+00   3.768900e-01   4.633412e-02   3.797274e-01
3.000000e+01   3.732348e+01   2.693979e+01   4.500446e+01   -4.133139e+00   6.314479e-01   8.248228e-02   6.368122e-01
3.000000e+01   3.732336e+01   2.693980e+01   4.893004e+01   -4.223939e+00   2.294046e-01   1.153587e-01   2.567764e-01
2.900000e+01   3.732354e+01   2.693979e+01   4.572389e+01   -4.150358e+00   8.562038e-01   8.979274e-02   8.608993e-01
3.100000e+01   3.732340e+01   2.693980e+01   3.851284e+01   -3.964014e+00   3.430871e-01   1.221526e-01   3.641840e-01
2.800000e+01   3.732332e+01   2.693983e+01   4.074109e+01   -4.025082e+00   6.964754e-02   2.379171e-01   2.479019e-01
2.900000e+01   3.732326e+01   2.693986e+01   4.396989e+01   -4.107888e+00   -1.537920e-01   3.246364e-01   3.592224e-01
3.200000e+01   3.732342e+01   2.693983e+01   4.406950e+01   -4.110345e+00   4.242378e-01   2.191703e-01   4.775074e-01
2.700000e+01   3.732347e+01   2.693975e+01   3.901411e+01   -3.978054e+00   6.201674e-01   -5.019423e-02   6.221954e-01
2.900000e+01   3.732330e+01   2.693977e+01   4.477253e+01   -4.127529e+00   0.000000e+00   0.000000e+00   0.000000e+00
