#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
2.800000e+01   3.755967e+01   2.750638e+01   2.357403e+01   -3.431084e+00   5.753602e-01   3.818711e-01   6.905540e-01
2.800000e+01   3.755985e+01   2.750628e+01   2.115422e+01   -3.313493e+00   1.237272e+00   1.416150e-04   1.237272e+00
2.800000e+01   3.755961e+01   2.750629e+01   2.065603e+01   -3.287617e+00   3.488834e-01   3.292281e-02   3.504334e-01
2.700000e+01   3.755963e+01   2.750620e+01   2.040564e+01   -3.274375e+00   4.487669e-01   -2.819978e-01   5.300136e-01
2.900000e+01   3.755979e+01   2.750612e+01   1.844315e+01   -3.164588e+00   1.023596e+00   -5.538204e-01   1.163815e+00
2.600000e+01   3.755969e+01   2.750626e+01   1.684811e+01   -3.066378e+00   6.414997e-01   -6.939139e-02   6.452419e-01
2.700000e+01   3.755959e+01   2.750613e+01   1.789412e+01   -3.131776e+00   2.801010e-01   -5.175642e-01   5.884975e-01
3.000000e+01   3.755960e+01   2.750621e+01   1.946714e+01   -3.223255e+00   3.416665e-01   -2.309855e-01   4.124201e-01
2.500000e+01   3.755970e+01   2.750617e+01   2.038921e+01   -3.273501e+00   6.876474e-01   -3.733325e-01   7.824552e-01
2.700000e+01   3.755951e+01   2.750628e+01   2.141490e+01   -3.326790e+00   0.000000e+00   0.000000e+00   0.000000e+00
