#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
4.700000e+01   3.712312e+01   2.698384e+01   2.483125e+01   -3.487496e+00   3.103308e-01   -3.150357e-01   4.422134e-01
4.900000e+01   3.712291e+01   2.698365e+01   1.935132e+01   -3.216777e+00   -4.359707e-01   -9.716904e-01   1.065013e+00
4.600000e+01   3.712295e+01   2.698350e+01   2.440887e+01   -3.468869e+00   -3.051464e-01   -1.531967e+00   1.562062e+00
4.800000e+01   3.712304e+01   2.698349e+01   2.319256e+01   -3.413372e+00   5.274362e-02   -1.576765e+00   1.577647e+00
4.900000e+01   3.712279e+01   2.698358e+01   2.286659e+01   -3.398003e+00   -8.588199e-01   -1.244449e+00   1.512027e+00
4.800000e+01   3.712281e+01   2.698365e+01   2.600399e+01   -3.537600e+00   -7.771762e-01   -9.979946e-01   1.264910e+00
4.700000e+01   3.712282e+01   2.698360e+01   2.610951e+01   -3.541997e+00   -7.709468e-01   -1.154018e+00   1.387846e+00
5.000000e+01   3.712297e+01   2.698360e+01   2.526545e+01   -3.506318e+00   -1.992042e-01   -1.178048e+00   1.194771e+00
4.700000e+01   3.712291e+01   2.698368e+01   2.302696e+01   -3.405591e+00   -4.368634e-01   -8.865290e-01   9.883235e-01
4.800000e+01   3.712303e+01   2.698392e+01   2.748786e+01   -3.597852e+00   0.000000e+00   0.000000e+00   0.000000e+00
