id xcentroid ycentroid peak flux mag RA/deg DEC/deg
1 1.5644741774633806 1.553363522184968 5108.0 8.849515669579226 -2.3672987564663086 37.33975643926631 26.026814477346882
2 749.4325913520858 1.5840128401043325 5066.0 8.60456630489839 -2.336822463783844 37.87534676626895 27.422833952379108
3 272.831539777929 7.15021296307449 9699.0 6.35169577733989 -2.0072242220572867 37.52396290163438 26.537037967641755
4 472.70489434574614 7.6543488428367645 7320.0 3.460794800721084 -1.3479396240974582 37.66620994660583 26.910477228572187
5 642.2051004431676 15.899320614634794 13262.0 10.158725537822667 -2.5170980674561925 37.77275714987314 27.232568276713806
6 454.9623034348488 17.14698687498344 23240.0 24.12871783959201 -3.456335612067396 37.63640048858213 26.88391584056265
7 124.0908151205961 25.238893454662044 14105.0 12.126425496755363 -2.709332007151888 37.38484225645722 26.27188882911667
8 620.3487749275703 31.72449903841593 7311.0 3.231661801741235 -1.2735647622777315 37.72859277636178 27.202702607993597
9 245.9487319379258 41.37578261575649 6287.0 2.1817424125514098 -0.8470086857371705 37.44304875777734 26.510500815474973
10 314.43827839862627 59.01776090319553 6247.0 2.3295618129209688 -0.9181855964200641 37.4603197055252 26.650533154202474
11 87.63253710634726 80.5248916834115 5731.0 1.2740090516579066 -0.2629312840311312 37.25912796870927 26.242026459094387
12 488.0801726640218 92.68912128096244 13956.0 11.786810082921608 -2.678490714851483 37.524025807604474 26.997919979255705
13 295.23779482942143 98.99027997098513 6384.0 1.9813654027164684 -0.7424114384040886 37.37455432189212 26.64230615049722
14 307.9274515660604 103.72796612200972 8017.0 4.03403216050756 -1.5143483905392223 37.37510774532469 26.669265964062525
15 254.05440108329262 109.81647398553892 6637.0 2.005506455279713 -0.7555601605434119 37.325553360007206 26.572910523416432
16 462.13367370372123 110.08340744179219 7478.0 3.366546047054503 -1.3179613976299265 37.474105066801194 26.961503393349286
17 233.04223587838 114.04762889272457 6081.0 1.4388263098041727 -0.3950209263870067 37.30288108235752 26.53661135326287
18 693.1232133458726 115.23061351747286 5917.0 1.206943405550877 -0.2042172654811382 37.630273624247366 27.39623274606724
19 80.7518567033837 115.71538800992695 5976.0 1.507365743480072 -0.44554660308802535 37.19080156146979 26.253492597085096
20 166.08818307278293 121.02977727804479 6032.0 1.2705531143177278 -0.2599820626295668 37.2423477325183 26.41645576349674
21 362.93526116296295 129.1475589430604 9348.0 6.353166224161412 -2.0074755458982283 37.36871072683696 26.789505630943562
22 325.99759868481425 133.76714095565316 8828.0 5.050330631925243 -1.7582995279304592 37.333932351181296 26.723747666748125
23 226.83089911051573 148.99494157784684 5751.0 1.0184810038181724 -0.01988233293819601 37.23547219222643 26.5491589196865
24 559.1331802565347 150.90988282755012 6669.0 2.0841245061373566 -0.7973091506680903 37.47002713137193 27.17076951088239
25 237.9896257122203 153.12705294276364 6063.0 1.4100773130526942 -0.37310731304210526 37.23602010499851 26.572842706602028
26 278.5465630303002 165.67539889416264 5944.0 1.4029119520635094 -0.3675760379898533 37.24246143341352 26.65721628232636
27 83.33589346591997 168.17601688661136 6096.0 1.6067939363663246 -0.5149004603631522 37.0981406588014 26.29455626928825
28 731.9210324916098 169.84519088459805 22828.0 23.57402660753335 -3.4310844234381017 37.55966962107115 27.506382369049003
29 308.91934201152674 171.8091974728156 13571.0 11.612005662482305 -2.6622680973479835 37.25316483975878 26.718148511640464
30 425.0029138349663 178.97087891926287 45250.0 51.383969587970256 -4.277069129913299 37.323405076647084 26.939781748126865
31 17.07613676137259 180.42588927694447 7022.0 3.2637798475471644 -1.2843021412737943 37.02861439381465 26.179335663342297
32 216.7222117024171 194.90256271513059 34135.0 41.244637051880325 -4.0384187155365385 37.14552610400396 26.56200301415867
33 6.205053922728282 199.98785905856596 7001.0 2.7099237824917304 -1.082392690923332 36.985585876654106 26.172556859864933
34 85.37857347012834 202.12625541210008 11147.0 9.441315900471752 -2.437581322738196 37.03843984485161 26.32182230221352
35 595.6211481819846 222.38094584090894 5773.0 1.709339519490388 -0.5820708338005988 37.36740054945246 27.288252072488927
36 63.20945313462891 234.55840613483602 21319.0 25.06394944796404 -3.49762376484088 36.96413276078155 26.302844985720025
37 489.8668696504098 235.23143759444557 6170.0 1.7756409918381195 -0.62338790610579 37.268505065285886 27.099724443176108
38 342.1487028509861 238.30813808736724 9069.0 6.169964203872347 -1.9757066110126789 37.15716198870392 26.82611365555665
39 620.8502980486013 241.26420849082433 5473.0 1.122296020176696 -0.12526855712456167 37.35145084078172 27.348390443056225
40 641.3968221731167 242.97582903180637 9901.0 6.264280666153572 -1.992178019268667 37.36308326689268 27.3879257461911
41 281.2073217593037 245.93858786065803 6361.0 1.8038527009397578 -0.6405026775535247 37.099767131966935 26.717629392989075
42 365.7394299500211 263.0168070464539 6116.0 1.6321027084050053 -0.5318687136947112 37.12954389623016 26.887217921888354
43 151.6235956322905 269.3550483782328 12369.0 12.4887320424307 -2.7412958687678484 36.964768916753066 26.49191988901757
44 207.88976723576565 269.0007189577895 8941.0 5.080998378452639 -1.7648726407744681 37.00570678442996 26.59670363351166
45 22.223907349423097 273.8871546739597 9196.0 6.099360322038329 -1.9632107255694584 36.863924062914194 26.253508457003665
46 31.36858404268428 273.957194563605 6072.0 1.6380798320191894 -0.5358376583359707 36.87034757224917 26.270626633021088
47 409.71046710752233 284.06569478864924 21018.0 24.831245787360682 -3.487496271802656 37.12311615625348 26.98383662359867
48 345.9260543882504 285.52547799830097 7113.0 3.3899194575456724 -1.3254734493727407 37.07480194311198 26.86578270816767
