#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
6.600000e+01   3.675960e+01   2.661711e+01   1.659899e+00   -5.502040e-01   -6.810232e-01   -2.247865e+00   2.348763e+00
6.700000e+01   3.675987e+01   2.661692e+01   1.651206e+00   -5.445031e-01   2.756925e-01   -2.940881e+00   2.953775e+00
6.600000e+01   3.675976e+01   2.661726e+01   1.596799e+00   -5.081259e-01   -1.167996e-01   -1.701483e+00   1.705487e+00
6.700000e+01   3.675998e+01   2.661722e+01   1.894676e+00   -6.938376e-01   6.715801e-01   -1.861482e+00   1.978923e+00
6.900000e+01   3.676016e+01   2.661709e+01   1.824738e+00   -6.530015e-01   1.325294e+00   -2.302954e+00   2.657066e+00
6.900000e+01   3.675987e+01   2.661757e+01   1.726828e+00   -5.931224e-01   2.966950e-01   -5.946119e-01   6.645233e-01
6.400000e+01   3.675964e+01   2.661730e+01   1.366681e+00   -3.391681e-01   -5.354343e-01   -1.572583e+00   1.661237e+00
7.000000e+01   3.675990e+01   2.661724e+01   1.836014e+00   -6.596899e-01   3.993946e-01   -1.782813e+00   1.827003e+00
6.700000e+01   3.676007e+01   2.661738e+01   1.621809e+00   -5.249991e-01   9.909682e-01   -1.290245e+00   1.626883e+00
6.700000e+01   3.675979e+01   2.661773e+01   1.675118e+00   -5.601137e-01   0.000000e+00   0.000000e+00   0.000000e+00
