#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
7.800000e+01   3.669294e+01   2.711113e+01   2.863274e+00   -1.142157e+00   -7.294221e-01   -1.527776e+00   1.692973e+00
8.100000e+01   3.669326e+01   2.711100e+01   3.119998e+00   -1.235386e+00   4.233110e-01   -1.994645e+00   2.039068e+00
8.000000e+01   3.669307e+01   2.711114e+01   3.081386e+00   -1.221865e+00   -2.567608e-01   -1.521288e+00   1.542804e+00
8.100000e+01   3.669316e+01   2.711115e+01   3.418208e+00   -1.334496e+00   7.429209e-02   -1.470012e+00   1.471888e+00
8.100000e+01   3.669339e+01   2.711121e+01   2.952687e+00   -1.175543e+00   8.954134e-01   -1.266418e+00   1.550993e+00
8.300000e+01   3.669330e+01   2.711138e+01   3.054246e+00   -1.212260e+00   5.681962e-01   -6.449155e-01   8.595132e-01
8.000000e+01   3.669318e+01   2.711131e+01   2.740584e+00   -1.094608e+00   1.354451e-01   -8.760600e-01   8.864686e-01
8.200000e+01   3.669316e+01   2.711140e+01   3.315093e+00   -1.301239e+00   8.046903e-02   -5.556798e-01   5.614760e-01
8.100000e+01   3.669334e+01   2.711148e+01   3.331305e+00   -1.306536e+00   7.061200e-01   -2.752556e-01   7.578727e-01
8.100000e+01   3.669314e+01   2.711156e+01   2.563805e+00   -1.022213e+00   0.000000e+00   0.000000e+00   0.000000e+00
