id xcentroid ycentroid peak flux mag RA/deg DEC/deg
1 1.5764407473946571 1.5710797241812455 4993.0 8.725440818587792 -2.351968443016185 37.34066535352768 26.026832644572345
2 749.4119857577518 1.5591830550072117 4971.0 8.508408504647326 -2.324620832559325 37.87612575869105 27.422594028757917
3 272.7718776311261 7.647175186624964 8765.0 5.723310705351365 -1.8941183084879056 37.52389179468724 26.537191565400096
4 472.527677445688 8.057633638432165 7135.0 3.701371997657728 -1.4209068375765606 37.6661745407721 26.910301762206867
5 642.1340301015496 16.283613206011537 11936.0 9.480027021291386 -2.4420239380658986 37.772791954902104 27.232538335040537
6 454.8916676628426 17.755331755359897 21897.0 22.84922780007228 -3.397178818691442 37.63607811110417 26.884083273335474
7 124.02634023101513 25.803493063822923 14839.0 12.747833642841941 -2.7635909684156 37.384685667806885 26.27211044467584
8 523.8976092831715 26.363582520436253 6340.0 2.1236336758047636 -0.8176990090162496 37.669978529174124 27.0188219929515
9 620.2068349916713 32.10396229691928 7492.0 3.2635114625018646 -1.2842128560414308 37.72859383405329 27.202539247838985
10 245.82769408667582 41.943019746306824 6720.0 2.139848535935324 -0.825957584850219 37.44282005839672 26.510588551753607
11 314.3542240685412 59.53286793906068 6286.0 1.869970298430128 -0.679586771247209 37.46019788724988 26.65063550657326
12 87.48948577536567 80.92076460818413 5783.0 1.0784360686742067 -0.08198601141520233 37.259238264605 26.241983578569727
13 488.00700374034346 93.0580415244254 15410.0 13.420130816994021 -2.8193918731930405 37.52413882919061 26.997896917036325
14 295.19507546023084 99.4564180174581 6051.0 1.8981720239072786 -0.695838920713288 37.37456243998333 26.64244927572826
15 307.9043838057148 104.05243287601306 7963.0 4.189832281971123 -1.55549159651341 37.37538290922434 26.66934426114296
16 254.0140088568075 110.31540658195304 6399.0 1.8667465409390278 -0.6777133881452563 37.325516170490445 26.573088027828433
17 462.07161565781536 110.66947891929382 7440.0 3.278225015162382 -1.2890968998475456 37.47384445845028 26.961653878586727
18 233.00890017319207 114.54726555617268 5892.0 1.3023772347761426 -0.28684199063510174 37.30285361134491 26.536806505076207
19 80.48515800735211 116.19519487079366 5769.0 1.3558792758960547 -0.3305525568913713 37.19068035231109 26.253272407336308
20 693.0750395840183 115.61404213627154 5784.0 1.1653691452415815 -0.1661587883995883 37.63033235242208 27.396216447524445
21 166.02775646780356 121.35260320481233 5813.0 1.272239039950422 -0.2614217955334904 37.24263707190941 26.41649207356946
22 362.81826369402114 129.74703514171122 9076.0 5.720034950700271 -1.8934967060952759 37.36841448284012 26.78958183125991
23 325.9714356338254 134.0948402702103 8728.0 5.234467473998468 -1.7971812638109042 37.33420062751844 26.723813202221308
24 559.0840694898832 151.25980546078316 6346.0 2.1735907923575164 -0.8429444641999727 37.470185004126655 27.170752277200723
25 237.6881260144807 153.80637884776982 5987.0 1.3455866569553603 -0.32227917986045845 37.235482988908544 26.572653630000882
26 278.2529750722755 165.94478369449257 6373.0 1.7424213275544698 -0.6028829457195207 37.24266083794409 26.65674759098647
27 83.28647840424723 168.73727902360113 6112.0 1.6245302951870029 -0.5268195368323328 37.098037399662864 26.294788284767144
28 731.8616889659239 170.15506724236965 20528.0 21.154224735321947 -3.3134927845982975 37.55985348542409 27.506276333078
29 308.8320206162888 172.09956780100455 12669.0 11.072202891205963 -2.610585088402156 37.25346782208238 26.718071419326467
30 424.932300462265 179.38177912561096 33011.0 45.004463830029835 -4.133138980027511 37.323475787179696 26.939791789281912
31 16.924957779713225 180.95227010721823 8001.0 4.091941841031276 -1.529823631088401 37.02851961870737 26.17936642725857
32 216.52367328112382 195.2565347147489 24956.0 34.93626645701262 -3.858191228166034 37.145661765474806 26.561779003503084
33 6.14828518801988 200.47000799135094 6474.0 2.184382434232027 -0.8483216887180322 36.98564467374886 26.172732364570507
34 85.26983072082459 202.71877137730613 11217.0 9.35220088351607 -2.4272845670444116 37.03824361303821 26.321958882340013
35 348.01041626516786 203.61664285447452 5942.0 1.283828449006867 -0.27126748801740713 37.22474449629369 26.812961294822276
36 595.3684516718505 222.92862402382568 6729.0 2.1965762752017017 -0.8543657213981316 37.367060757789176 27.287970971817014
37 513.549407413891 233.7366413728311 5575.0 1.1134144458751043 -0.11664212928544693 37.28901012793196 27.142727292361148
38 63.11797940564456 234.97659849312868 28130.0 30.4515991305089 -3.709025260100419 36.96427437360034 26.302892809074116
39 489.7539029416518 235.68226960991248 6055.0 1.4923768185688504 -0.43469623606366087 37.26846807504194 27.099658786669742
40 342.09955257143986 238.85757934299966 10053.0 6.619110347124687 -2.0519990531691725 37.1570298230575 26.82626784658447
41 620.7143971307496 241.8001155873916 5719.0 1.2440935111301585 -0.23713256230486213 37.35121320278282 27.34831029355765
42 641.2620569727202 243.40095313686905 8892.0 5.732493171908653 -1.8958588652628305 37.36304128860185 27.38776629863363
43 281.00056963296447 246.31203031858462 5908.0 1.6058431165262756 -0.5142577861128779 37.099855517381755 26.71738025446323
44 365.63721425759843 263.405879738342 5674.0 1.3229167419778007 -0.30383128159987005 37.12966143142749 26.887152773802164
45 207.8100507240428 269.4677660425058 7456.0 4.280064671117035 -1.578625827963465 37.00573975552615 26.596768742061013
46 151.47352655877864 269.8831703679993 13388.0 14.014301371541503 -2.86642863143645 36.964655349467414 26.49190844301486
47 22.112202668926496 274.1795274253689 9233.0 5.96731458910628 -1.939447334727361 36.864295187943945 26.253434071711325
48 31.11883160928268 274.2293183738209 6040.0 1.2541701267788747 -0.2458911301319704 36.87065410567253 26.27027854386825
49 409.50283970335175 284.58938782377936 15757.0 19.351321014624336 -3.216776543513854 37.122908850300114 26.983654219535484
50 345.83919719155784 285.96605949548217 7857.0 3.9371179832999306 -1.4879460736331582 37.07484672295889 26.865782381197565
51 555.4183319209292 287.7970680297391 34008.0 40.7534043187222 -4.0254097330017675 37.2216038675092 27.25820805608077
52 742.3414159341344 292.47739599888155 5546.0 1.0572146495515624 -0.06040793102083785 37.34700689281321 27.610316037722416
53 731.0775182240284 299.55036142007356 5792.0 1.3793352707202393 -0.3491746040296978 37.32620096009188 27.594177803349613
54 382.6551238485979 331.1577673173787 5890.0 1.2712818308001719 -0.26060460021108006 37.019798591884154 26.965707109580183
55 598.0626449186783 332.04235761318995 18790.0 17.471529267858358 -3.105827300168409 37.17243363920037 27.368357326952076
56 436.11641603423385 334.70377882949754 5632.0 1.1896901834050015 -0.18858469517058038 37.05168833005919 27.067936936384335
57 233.98007276561407 336.4300371370221 5978.0 1.540328869487256 -0.46903363805766607 36.903852095803444 26.69185935719284
58 596.170599249073 336.7696603119425 6810.0 2.230214687931299 -0.8708666792527558 37.16256325884043 27.368090835002768
59 43.32651617748314 337.55947341278744 5686.0 1.2801475774459743 -0.26815009672900725 36.76531247145061 26.336801207645717
60 363.17911255984626 347.74978802192703 8123.0 4.339878774554402 -1.5936939964325543 36.975965402062066 26.940815886717626
61 179.73571931498623 352.974922237324 5904.0 1.4978776552707949 -0.43869085548694275 36.835210206707366 26.602043512771367
62 201.9719894418373 356.1736986768005 6809.0 2.389811966919627 -0.9459093287911025 36.845368804821085 26.645754755392417
63 321.16720855041336 362.35873688128555 5503.0 1.0123721927346847 -0.013350519238710433 36.91956913375596 26.872493811315948
64 224.9071685781809 384.553648706826 9433.0 6.983227763698479 -2.1101405178564754 36.8106667588528 26.708161477067556
