#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
3.200000e+01   3.714553e+01   2.656200e+01   4.124464e+01   -4.038419e+00   2.283413e-02   -3.651480e-01   3.658613e-01
3.200000e+01   3.714566e+01   2.656178e+01   3.493627e+01   -3.858191e+00   5.112154e-01   -1.171586e+00   1.278263e+00
3.200000e+01   3.714543e+01   2.656173e+01   3.893938e+01   -3.975973e+00   -3.371414e-01   -1.353205e+00   1.394571e+00
3.100000e+01   3.714561e+01   2.656168e+01   4.315232e+01   -4.087510e+00   3.167539e-01   -1.542864e+00   1.575044e+00
3.300000e+01   3.714564e+01   2.656165e+01   3.767129e+01   -3.940026e+00   4.385616e-01   -1.634138e+00   1.691964e+00
3.000000e+01   3.714550e+01   2.656181e+01   3.762046e+01   -3.938560e+00   -5.711610e-02   -1.072507e+00   1.074027e+00
3.100000e+01   3.714535e+01   2.656181e+01   3.922916e+01   -3.984022e+00   -6.198352e-01   -1.072095e+00   1.238379e+00
3.400000e+01   3.714550e+01   2.656184e+01   4.313340e+01   -4.087034e+00   -8.166999e-02   -9.640681e-01   9.675212e-01
2.900000e+01   3.714569e+01   2.656173e+01   4.384816e+01   -4.104878e+00   6.129377e-01   -1.347328e+00   1.480198e+00
3.100000e+01   3.714552e+01   2.656210e+01   4.447603e+01   -4.120315e+00   0.000000e+00   0.000000e+00   0.000000e+00
