#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
1.390000e+02   1.259454e+03   1.257452e+03   1.567539e+02   2.613151e+01   2.698122e+01   -3.577654e+00   3.486306e-01   -9.668861e-02   3.617900e-01
1.430000e+02   1.259937e+03   1.257155e+03   1.567539e+02   2.613152e+01   3.642788e+01   -3.903585e+00   8.840965e-02   -4.806138e-02   1.006288e-01
1.160000e+02   1.260356e+03   1.257298e+03   1.567539e+02   2.613150e+01   2.361351e+01   -3.432901e+00   2.408126e-01   -1.117829e-01   2.654922e-01
1.190000e+02   1.259600e+03   1.257365e+03   1.567539e+02   2.613154e+01   2.648560e+01   -3.557524e+00   2.903960e-01   5.915146e-03   2.904562e-01
1.460000e+02   1.260626e+03   1.257527e+03   1.567539e+02   2.613156e+01   3.129965e+01   -3.738849e+00   1.411544e-01   9.913575e-02   1.724890e-01
1.400000e+02   1.260734e+03   1.257333e+03   1.567539e+02   2.613153e+01   3.190331e+01   -3.759589e+00   8.028654e-02   -1.230557e-02   8.122411e-02
1.300000e+02   1.260196e+03   1.257449e+03   1.567539e+02   2.613157e+01   2.832403e+01   -3.630388e+00   9.677485e-02   1.112469e-01   1.474491e-01
1.400000e+02   1.260837e+03   1.257014e+03   1.567539e+02   2.613155e+01   3.605633e+01   -3.892454e+00   3.310847e-03   6.661948e-02   6.670170e-02
1.090000e+02   1.260958e+03   1.256863e+03   1.567539e+02   2.613154e+01   2.235496e+01   -3.373435e+00   9.267434e-02   -7.643811e-05   9.267437e-02
1.400000e+02   1.260922e+03   1.257074e+03   1.567539e+02   2.613153e+01   3.302798e+01   -3.797205e+00   2.947106e-01   -3.444338e-02   2.967165e-01
1.360000e+02   1.260955e+03   1.257091e+03   1.567539e+02   2.613155e+01   3.416735e+01   -3.834028e+00   1.151135e-01   4.825037e-02   1.248167e-01
1.440000e+02   1.261474e+03   1.257184e+03   1.567539e+02   2.613151e+01   3.233915e+01   -3.774322e+00   3.511504e-01   -1.083380e-01   3.674830e-01
1.610000e+02   1.262801e+03   1.256799e+03   1.567538e+02   2.613154e+01   4.030187e+01   -4.013313e+00   0.000000e+00   0.000000e+00   0.000000e+00
