#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
6.800000e+01   2.261315e+03   7.395942e+02   1.565675e+02   2.559880e+01   7.520618e+01   -4.690634e+00   2.866811e-01   -1.452476e-01   3.213766e-01
6.800000e+01   2.261845e+03   7.394828e+02   1.565676e+02   2.559879e+01   7.708713e+01   -4.717455e+00   3.779325e-01   -1.608257e-01   4.107285e-01
5.800000e+01   2.262227e+03   7.397210e+02   1.565676e+02   2.559878e+01   6.239851e+01   -4.487936e+00   4.737328e-01   -2.200515e-01   5.223461e-01
5.500000e+01   2.261392e+03   7.397220e+02   1.565676e+02   2.559892e+01   6.211190e+01   -4.482937e+00   6.209205e-01   2.835402e-01   6.825960e-01
6.800000e+01   2.262540e+03   7.399870e+02   1.565676e+02   2.559889e+01   7.683363e+01   -4.713878e+00   5.489708e-01   2.035731e-01   5.855006e-01
6.800000e+01   2.262767e+03   7.398363e+02   1.565676e+02   2.559883e+01   7.663223e+01   -4.711029e+00   4.052714e-01   -2.518172e-02   4.060530e-01
6.500000e+01   2.262172e+03   7.399499e+02   1.565675e+02   2.559883e+01   7.120533e+01   -4.631281e+00   1.565035e-01   -1.516790e-02   1.572368e-01
6.600000e+01   2.263030e+03   7.396191e+02   1.565676e+02   2.559881e+01   8.093966e+01   -4.770403e+00   4.010663e-01   -1.076600e-01   4.152647e-01
5.400000e+01   2.263044e+03   7.394528e+02   1.565675e+02   2.559881e+01   5.151129e+01   -4.279756e+00   2.532579e-01   -8.198361e-02   2.661970e-01
7.000000e+01   2.262991e+03   7.397003e+02   1.565676e+02   2.559878e+01   7.863166e+01   -4.738994e+00   4.376347e-01   -1.960588e-01   4.795448e-01
6.400000e+01   2.263032e+03   7.398021e+02   1.565676e+02   2.559888e+01   8.046345e+01   -4.763997e+00   5.279321e-01   1.601477e-01   5.516880e-01
7.200000e+01   2.263667e+03   7.400013e+02   1.565677e+02   2.559888e+01   8.622995e+01   -4.839145e+00   7.161979e-01   1.652207e-01   7.350083e-01
7.400000e+01   2.265298e+03   7.401965e+02   1.565675e+02   2.559884e+01   9.951887e+01   -4.994764e+00   0.000000e+00   0.000000e+00   0.000000e+00
