#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
1.960000e+02   5.182351e+02   1.748471e+03   1.569453e+02   2.653318e+01   1.306192e+00   -2.900179e-01   3.395351e-01   1.986913e-01   3.933984e-01
2.040000e+02   5.189660e+02   1.748170e+03   1.569453e+02   2.653308e+01   1.682525e+00   -5.649038e-01   8.508104e-02   -1.633016e-01   1.841364e-01
1.640000e+02   5.193689e+02   1.748368e+03   1.569454e+02   2.653309e+01   1.081748e+00   -8.531511e-02   5.260165e-01   -1.432859e-01   5.451828e-01
1.750000e+02   5.186656e+02   1.748131e+03   1.569452e+02   2.653301e+01   1.309507e+00   -2.927699e-01   -1.859535e-01   -4.070608e-01   4.475233e-01
2.070000e+02   5.196628e+02   1.748405e+03   1.569452e+02   2.653305e+01   1.267736e+00   -2.575721e-01   4.657782e-03   -2.702768e-01   2.703169e-01
2.000000e+02   5.195056e+02   1.748469e+03   1.569454e+02   2.653315e+01   1.389888e+00   -3.574497e-01   4.936042e-01   9.303345e-02   5.022951e-01
1.880000e+02   5.191791e+02   1.748121e+03   1.569452e+02   2.653309e+01   1.134858e+00   -1.373541e-01   -9.112035e-02   -1.107580e-01   1.434233e-01
2.010000e+02   5.197372e+02   1.747734e+03   1.569452e+02   2.653305e+01   1.407989e+00   -3.714985e-01   -1.859555e-01   -2.595652e-01   3.193017e-01
1.980000e+02   5.198041e+02   1.747935e+03   1.569454e+02   2.653309e+01   1.231891e+00   -2.264309e-01   5.427204e-01   -1.264165e-01   5.572491e-01
1.910000e+02   5.197900e+02   1.747778e+03   1.569452e+02   2.653306e+01   1.485270e+00   -4.295138e-01   -5.867154e-02   -2.500544e-01   2.568454e-01
2.050000e+02   5.201449e+02   1.747848e+03   1.569453e+02   2.653303e+01   1.549877e+00   -4.757430e-01   2.709858e-01   -3.434692e-01   4.374979e-01
2.310000e+02   5.211451e+02   1.746905e+03   1.569452e+02   2.653313e+01   1.749547e+00   -6.073143e-01   0.000000e+00   0.000000e+00   0.000000e+00
