#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
2.170000e+02   1.761517e+03   1.909618e+03   1.571124e+02   2.592835e+01   3.055153e+00   -1.212582e+00   8.378229e-02   -3.898486e-03   8.387294e-02
2.270000e+02   1.762062e+03   1.909557e+03   1.571123e+02   2.592837e+01   3.696450e+00   -1.419462e+00   -1.104985e-01   6.682705e-02   1.291347e-01
1.830000e+02   1.762412e+03   1.909667e+03   1.571124e+02   2.592831e+01   2.748764e+00   -1.097844e+00   1.345649e-01   -1.243406e-01   1.832165e-01
1.950000e+02   1.761500e+03   1.909599e+03   1.571122e+02   2.592842e+01   3.041888e+00   -1.207858e+00   -4.686958e-01   2.468425e-01   5.297235e-01
2.300000e+02   1.762567e+03   1.909913e+03   1.571124e+02   2.592838e+01   4.068507e+00   -1.523588e+00   -1.787014e-02   1.200222e-01   1.213453e-01
2.250000e+02   1.762703e+03   1.909759e+03   1.571124e+02   2.592835e+01   3.825897e+00   -1.456833e+00   5.312624e-02   8.286965e-03   5.376869e-02
2.080000e+02   1.762112e+03   1.909891e+03   1.571123e+02   2.592840e+01   3.365881e+00   -1.317747e+00   -1.415093e-01   1.873809e-01   2.348116e-01
2.200000e+02   1.762797e+03   1.909518e+03   1.571124e+02   2.592834e+01   3.854237e+00   -1.464846e+00   -7.768500e-03   -3.194757e-02   3.287851e-02
1.660000e+02   1.762898e+03   1.909368e+03   1.571123e+02   2.592839e+01   2.784649e+00   -1.111926e+00   -1.565112e-01   1.411685e-01   2.107708e-01
2.180000e+02   1.762791e+03   1.909638e+03   1.571124e+02   2.592834e+01   3.180812e+00   -1.256345e+00   2.063391e-01   -1.804899e-02   2.071269e-01
2.100000e+02   1.762799e+03   1.909532e+03   1.571123e+02   2.592830e+01   3.811299e+00   -1.452683e+00   -2.354470e-01   -1.834972e-01   2.985072e-01
2.250000e+02   1.763335e+03   1.909705e+03   1.571123e+02   2.592836e+01   3.890708e+00   -1.475072e+00   -1.676038e-01   4.510492e-02   1.735670e-01
2.530000e+02   1.764302e+03   1.909776e+03   1.571124e+02   2.592835e+01   4.579112e+00   -1.651953e+00   0.000000e+00   0.000000e+00   0.000000e+00
