#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
8.100000e+01   1.463128e+02   8.316343e+02   1.564648e+02   2.665333e+01   8.407576e+00   -2.311677e+00   6.609107e-02   -1.540714e-01   1.676485e-01
8.200000e+01   1.468506e+02   8.314241e+02   1.564649e+02   2.665331e+01   9.094406e+00   -2.396936e+00   3.772386e-01   -2.419388e-01   4.481555e-01
6.800000e+01   1.470941e+02   8.314017e+02   1.564649e+02   2.665345e+01   6.943773e+00   -2.103989e+00   1.256683e-01   2.801404e-01   3.070361e-01
6.700000e+01   1.466197e+02   8.314474e+02   1.564650e+02   2.665330e+01   6.810690e+00   -2.082978e+00   4.881668e-01   -2.695256e-01   5.576297e-01
8.200000e+01   1.477145e+02   8.316338e+02   1.564649e+02   2.665335e+01   9.061526e+00   -2.393003e+00   1.260822e-01   -9.997432e-02   1.609086e-01
8.100000e+01   1.479226e+02   8.314292e+02   1.564648e+02   2.665324e+01   8.017776e+00   -2.260135e+00   1.161420e-01   -4.846244e-01   4.983470e-01
7.800000e+01   1.472123e+02   8.314308e+02   1.564649e+02   2.665340e+01   7.483964e+00   -2.185329e+00   2.765019e-01   8.563476e-02   2.894592e-01
7.900000e+01   1.478937e+02   8.309508e+02   1.564648e+02   2.665335e+01   9.425897e+00   -2.435807e+00   -5.954055e-02   -9.500784e-02   1.121230e-01
6.500000e+01   1.479566e+02   8.307012e+02   1.564649e+02   2.665331e+01   5.784132e+00   -1.905596e+00   2.006866e-01   -2.506150e-01   3.210654e-01
8.200000e+01   1.479123e+02   8.308771e+02   1.564649e+02   2.665340e+01   8.509107e+00   -2.324710e+00   3.020416e-01   8.102133e-02   3.127197e-01
7.900000e+01   1.480701e+02   8.308806e+02   1.564648e+02   2.665339e+01   8.514245e+00   -2.325365e+00   1.017983e-01   7.229190e-02   1.248560e-01
8.500000e+01   1.484634e+02   8.309165e+02   1.564650e+02   2.665324e+01   8.714846e+00   -2.350649e+00   7.000896e-01   -4.963539e-01   8.581915e-01
8.800000e+01   1.499780e+02   8.297174e+02   1.564648e+02   2.665337e+01   1.015589e+01   -2.516795e+00   0.000000e+00   0.000000e+00   0.000000e+00
