#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
2.640000e+02   2.365798e+03   2.295870e+03   1.573462e+02   2.565592e+01   1.024383e+00   -2.615549e-02   1.098079e-01   -7.372400e-02   1.322611e-01
2.750000e+02   2.366090e+03   2.295735e+03   1.573460e+02   2.565607e+01   1.235385e+00   -2.295060e-01   -5.626375e-01   4.763827e-01   7.372256e-01
2.240000e+02   2.366555e+03   2.295823e+03   1.573461e+02   2.565591e+01   1.064433e+00   -6.779600e-02   -2.428674e-01   -1.290571e-01   2.750278e-01
2.750000e+02   2.366817e+03   2.296208e+03   1.573461e+02   2.565591e+01   1.064835e+00   -6.820571e-02   -1.430759e-01   -1.135722e-01   1.826728e-01
2.760000e+02   2.366815e+03   2.296082e+03   1.573462e+02   2.565596e+01   1.217787e+00   -2.139280e-01   -5.434930e-02   7.791482e-02   9.499772e-02
2.680000e+02   2.367095e+03   2.296078e+03   1.573462e+02   2.565585e+01   1.493520e+00   -4.355275e-01   2.278626e-01   -3.336583e-01   4.040411e-01
2.640000e+02   2.366954e+03   2.295914e+03   1.573461e+02   2.565587e+01   1.136877e+00   -1.392839e-01   -2.827444e-01   -2.443101e-01   3.736735e-01
2.560000e+02   2.366631e+03   2.295925e+03   1.573460e+02   2.565596e+01   1.156880e+00   -1.582205e-01   -5.990766e-01   6.799943e-02   6.029234e-01
2.720000e+02   2.367621e+03   2.296472e+03   1.573462e+02   2.565593e+01   1.079571e+00   -8.312836e-02   -4.915827e-02   -4.300359e-02   6.531343e-02
3.100000e+02   2.368200e+03   2.296802e+03   1.573462e+02   2.565594e+01   1.577272e+00   -4.947663e-01   0.000000e+00   0.000000e+00   0.000000e+00
