#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
4.000000e+00   6.371638e+02   2.921763e+01   1.561018e+02   2.635413e+01   8.029685e+01   -4.761746e+00   9.514042e-01   -1.000067e-01   9.566458e-01
4.000000e+00   6.384513e+02   2.925653e+01   1.561016e+02   2.635413e+01   8.706032e+01   -4.849551e+00   1.937562e-01   -1.047471e-01   2.202576e-01
5.000000e+00   6.386416e+02   2.889276e+01   1.561016e+02   2.635419e+01   8.943139e+01   -4.878725e+00   2.329625e-01   9.415294e-02   2.512694e-01
5.000000e+00   6.389075e+02   2.873534e+01   1.561016e+02   2.635425e+01   9.354045e+01   -4.927499e+00   2.658190e-01   3.164052e-01   4.132457e-01
4.000000e+00   6.393929e+02   2.862172e+01   1.561017e+02   2.635404e+01   9.138988e+01   -4.902245e+00   5.993737e-01   -4.218075e-01   7.329191e-01
5.000000e+00   6.413918e+02   2.799668e+01   1.561016e+02   2.635416e+01   1.112735e+02   -5.115980e+00   0.000000e+00   0.000000e+00   0.000000e+00
