#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
2.880000e+02   2.308393e+03   2.516001e+03   1.574513e+02   2.569977e+01   1.241237e+00   -2.346367e-01   -2.300094e-02   2.786158e-01   2.795636e-01
3.000000e+02   2.308931e+03   2.515767e+03   1.574510e+02   2.569980e+01   1.383869e+00   -3.527374e-01   -8.876613e-01   3.843982e-01   9.673182e-01
2.470000e+02   2.309294e+03   2.515960e+03   1.574512e+02   2.569968e+01   1.158582e+00   -1.598169e-01   -3.378110e-01   -4.782627e-02   3.411798e-01
2.640000e+02   2.308213e+03   2.516103e+03   1.574510e+02   2.569989e+01   1.116896e+00   -1.200323e-01   -9.584611e-01   7.015032e-01   1.187752e+00
3.020000e+02   2.309464e+03   2.516323e+03   1.574512e+02   2.569971e+01   1.188232e+00   -1.872532e-01   -3.267187e-01   4.387786e-02   3.296519e-01
3.000000e+02   2.309433e+03   2.516191e+03   1.574512e+02   2.569977e+01   1.311886e+00   -2.947399e-01   -2.136568e-01   2.801949e-01   3.523612e-01
2.720000e+02   2.309065e+03   2.516335e+03   1.574511e+02   2.569970e+01   1.082889e+00   -8.646018e-02   -5.684029e-01   8.745980e-03   5.684702e-01
2.930000e+02   2.309779e+03   2.516213e+03   1.574513e+02   2.569961e+01   1.094017e+00   -9.756036e-02   1.292088e-01   -2.908947e-01   3.182996e-01
2.800000e+02   2.309383e+03   2.516146e+03   1.574511e+02   2.569968e+01   1.290966e+00   -2.772869e-01   -5.432229e-01   -6.656224e-02   5.472857e-01
2.980000e+02   2.310116e+03   2.516466e+03   1.574512e+02   2.569976e+01   1.262743e+00   -2.532874e-01   -4.871852e-01   2.505982e-01   5.478585e-01
3.370000e+02   2.310761e+03   2.516922e+03   1.574513e+02   2.569969e+01   1.641300e+00   -5.379698e-01   0.000000e+00   0.000000e+00   0.000000e+00
