#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
2.750000e+02   1.793424e+03   2.402457e+03   1.573589e+02   2.594702e+01   1.543416e+00   -4.712073e-01   2.963474e-01   -6.985568e-02   3.044694e-01
2.870000e+02   1.793860e+03   2.402151e+03   1.573587e+02   2.594709e+01   1.671236e+00   -5.575947e-01   -5.728849e-01   1.785530e-01   6.000652e-01
2.350000e+02   1.794186e+03   2.402365e+03   1.573588e+02   2.594702e+01   1.273559e+00   -2.625476e-01   3.475211e-03   -5.549008e-02   5.559879e-02
2.520000e+02   1.793462e+03   2.402366e+03   1.573586e+02   2.594702e+01   1.308829e+00   -2.922069e-01   -6.981358e-01   -6.337432e-02   7.010063e-01
2.900000e+02   1.794669e+03   2.402734e+03   1.573588e+02   2.594689e+01   1.558175e+00   -4.815403e-01   9.547807e-02   -5.341282e-01   5.425947e-01
2.870000e+02   1.794435e+03   2.402372e+03   1.573588e+02   2.594703e+01   1.381826e+00   -3.511333e-01   -2.182183e-01   -3.529073e-02   2.210536e-01
2.600000e+02   1.793905e+03   2.402728e+03   1.573588e+02   2.594707e+01   1.352579e+00   -3.279066e-01   -6.386247e-02   1.183329e-01   1.344660e-01
2.800000e+02   1.794777e+03   2.402295e+03   1.573588e+02   2.594688e+01   1.616299e+00   -5.213043e-01   4.406242e-02   -5.897488e-01   5.913925e-01
2.120000e+02   1.794843e+03   2.401998e+03   1.573587e+02   2.594697e+01   1.022362e+00   -2.401162e-02   -4.618154e-01   -2.539632e-01   5.270396e-01
2.750000e+02   1.794657e+03   2.402343e+03   1.573588e+02   2.594694e+01   1.491780e+00   -4.342618e-01   7.362090e-02   -3.717680e-01   3.789874e-01
2.670000e+02   1.794816e+03   2.402514e+03   1.573588e+02   2.594678e+01   1.457868e+00   -4.092957e-01   1.173463e-01   -9.513371e-01   9.585471e-01
2.840000e+02   1.795008e+03   2.402582e+03   1.573588e+02   2.594704e+01   1.941453e+00   -7.203172e-01   -1.979802e-01   9.758879e-04   1.979827e-01
3.210000e+02   1.795638e+03   2.402577e+03   1.573588e+02   2.594704e+01   1.827123e+00   -6.544195e-01   0.000000e+00   0.000000e+00   0.000000e+00
