#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
2.540000e+02   2.521404e+03   2.210012e+03   1.573146e+02   2.557280e+01   8.920989e+00   -2.376033e+00   1.110017e-01   4.861630e-03   1.111081e-01
2.640000e+02   2.521862e+03   2.209956e+03   1.573144e+02   2.557288e+01   1.001057e+01   -2.501147e+00   -3.742301e-01   2.747078e-01   4.642333e-01
2.160000e+02   2.522150e+03   2.210085e+03   1.573145e+02   2.557280e+01   7.786384e+00   -2.228340e+00   -6.224417e-02   -1.726292e-02   6.459369e-02
2.310000e+02   2.521311e+03   2.210172e+03   1.573144e+02   2.557290e+01   8.090175e+00   -2.269895e+00   -5.689134e-01   3.690728e-01   6.781424e-01
2.650000e+02   2.522535e+03   2.210529e+03   1.573146e+02   2.557276e+01   8.751388e+00   -2.355192e+00   1.891425e-01   -1.600587e-01   2.477775e-01
2.650000e+02   2.522479e+03   2.210202e+03   1.573145e+02   2.557283e+01   8.464842e+00   -2.319047e+00   -1.241672e-01   9.092826e-02   1.539007e-01
2.420000e+02   2.521952e+03   2.210527e+03   1.573145e+02   2.557283e+01   7.342892e+00   -2.164668e+00   -2.268382e-01   8.916938e-02   2.437350e-01
2.570000e+02   2.522721e+03   2.210148e+03   1.573145e+02   2.557273e+01   9.790229e+00   -2.476982e+00   3.528123e-02   -2.493748e-01   2.518582e-01
1.960000e+02   2.522698e+03   2.210206e+03   1.573145e+02   2.557289e+01   5.730513e+00   -1.895484e+00   -2.167475e-02   3.172090e-01   3.179487e-01
2.540000e+02   2.522560e+03   2.210270e+03   1.573145e+02   2.557278e+01   8.284079e+00   -2.295611e+00   -9.200949e-03   -8.789555e-02   8.837582e-02
2.450000e+02   2.522469e+03   2.210326e+03   1.573145e+02   2.557276e+01   8.390537e+00   -2.309474e+00   -1.682585e-01   -1.325348e-01   2.141878e-01
2.610000e+02   2.523114e+03   2.210568e+03   1.573145e+02   2.557290e+01   1.003484e+01   -2.503776e+00   -2.901319e-01   3.454354e-01   4.511121e-01
2.970000e+02   2.523958e+03   2.211126e+03   1.573145e+02   2.557280e+01   1.210175e+01   -2.707121e+00   0.000000e+00   0.000000e+00   0.000000e+00
