#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
4.400000e+01   5.710948e+02   4.530124e+02   1.563070e+02   2.641634e+01   1.386788e+00   -3.550255e-01   -1.923020e-01   3.625058e-02   1.956889e-01
4.200000e+01   5.717420e+02   4.529255e+02   1.563071e+02   2.641626e+01   1.349807e+00   -3.256795e-01   4.352422e-01   -2.426662e-01   4.983198e-01
3.900000e+01   5.721170e+02   4.529427e+02   1.563071e+02   2.641634e+01   1.054790e+00   -5.791552e-02   1.468306e-01   5.274423e-02   1.560166e-01
3.300000e+01   5.717226e+02   4.529623e+02   1.563072e+02   2.641618e+01   1.187645e+00   -1.867165e-01   6.683242e-01   -5.132643e-01   8.426728e-01
4.300000e+01   5.726411e+02   4.532236e+02   1.563071e+02   2.641633e+01   1.227643e+00   -2.226798e-01   2.697907e-01   3.091670e-02   2.715564e-01
4.600000e+01   5.727839e+02   4.528842e+02   1.563070e+02   2.641626e+01   1.350818e+00   -3.264919e-01   -1.038808e-01   -2.343807e-01   2.563699e-01
4.200000e+01   5.722258e+02   4.529059e+02   1.563070e+02   2.641632e+01   1.219078e+00   -2.150784e-01   4.397732e-02   -3.313489e-02   5.506293e-02
4.000000e+01   5.728693e+02   4.525340e+02   1.563070e+02   2.641634e+01   1.438322e+00   -3.946405e-01   -7.727463e-02   6.085067e-02   9.835738e-02
4.500000e+01   5.730697e+02   4.524373e+02   1.563071e+02   2.641627e+01   1.234120e+00   -2.283931e-01   1.835971e-01   -1.923230e-01   2.658873e-01
4.200000e+01   5.730790e+02   4.526001e+02   1.563071e+02   2.641641e+01   1.516510e+00   -4.521129e-01   2.962181e-01   2.861850e-01   4.118823e-01
4.600000e+01   5.736810e+02   4.525777e+02   1.563072e+02   2.641617e+01   1.240157e+00   -2.336917e-01   7.616003e-01   -5.637341e-01   9.475395e-01
4.900000e+01   5.753314e+02   4.517285e+02   1.563070e+02   2.641633e+01   1.745562e+00   -6.048382e-01   0.000000e+00   0.000000e+00   0.000000e+00
