#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
2.320000e+02   3.010251e+03   2.072127e+03   1.572805e+02   2.532090e+01   3.131699e+00   -1.239450e+00   2.946916e-01   2.715112e-01   4.007013e-01
2.420000e+02   3.010835e+03   2.071995e+03   1.572803e+02   2.532091e+01   3.494862e+00   -1.358575e+00   -3.374466e-01   2.937881e-01   4.474167e-01
1.940000e+02   3.011004e+03   2.072180e+03   1.572804e+02   2.532087e+01   2.698421e+00   -1.077774e+00   -2.793294e-02   1.620395e-01   1.644295e-01
2.080000e+02   3.010189e+03   2.072201e+03   1.572803e+02   2.532100e+01   2.861350e+00   -1.141427e+00   -5.912284e-01   6.016913e-01   8.435541e-01
2.420000e+02   3.011403e+03   2.072634e+03   1.572805e+02   2.532085e+01   3.048474e+00   -1.210206e+00   2.816906e-01   9.378807e-02   2.968936e-01
2.390000e+02   3.011333e+03   2.072326e+03   1.572804e+02   2.532094e+01   2.658522e+00   -1.061601e+00   -7.555273e-02   4.153508e-01   4.221664e-01
2.210000e+02   3.010950e+03   2.072681e+03   1.572804e+02   2.532085e+01   2.307510e+00   -9.078590e-01   -2.236045e-01   6.766740e-02   2.336191e-01
2.330000e+02   3.011721e+03   2.072318e+03   1.572805e+02   2.532079e+01   3.032345e+00   -1.204447e+00   1.243847e-01   -1.512157e-01   1.958003e-01
1.760000e+02   3.011740e+03   2.072207e+03   1.572803e+02   2.532091e+01   1.867446e+00   -6.781199e-01   -3.312257e-01   2.815967e-01   4.347495e-01
2.320000e+02   3.011537e+03   2.072550e+03   1.572805e+02   2.532082e+01   2.488679e+00   -9.899220e-01   1.373988e-01   -2.108346e-02   1.390070e-01
2.230000e+02   3.011535e+03   2.072766e+03   1.572805e+02   2.532080e+01   2.369480e+00   -9.366326e-01   3.317503e-01   -1.043372e-01   3.477708e-01
2.380000e+02   3.012177e+03   2.072838e+03   1.572804e+02   2.532098e+01   3.417643e+00   -1.334317e+00   -2.463214e-01   5.324461e-01   5.866627e-01
2.680000e+02   3.013137e+03   2.073722e+03   1.572804e+02   2.532083e+01   3.597436e+00   -1.389983e+00   0.000000e+00   0.000000e+00   0.000000e+00
