#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
2.000000e+02   2.493987e+03   1.789177e+03   1.571041e+02   2.555694e+01   1.587559e+00   -5.018248e-01   2.432314e-01   -9.133136e-03   2.434028e-01
2.070000e+02   2.494511e+03   1.789056e+03   1.571039e+02   2.555697e+01   1.702774e+00   -5.778927e-01   -1.637624e-01   8.635353e-02   1.851352e-01
1.660000e+02   2.494886e+03   1.789222e+03   1.571040e+02   2.555687e+01   1.432544e+00   -3.902698e-01   1.084127e-01   -2.533209e-01   2.755445e-01
1.780000e+02   2.493955e+03   1.789302e+03   1.571039e+02   2.555704e+01   1.481693e+00   -4.268954e-01   -2.050313e-01   3.455390e-01   4.017898e-01
2.120000e+02   2.495168e+03   1.789495e+03   1.571040e+02   2.555691e+01   1.808975e+00   -6.435813e-01   7.762838e-02   -1.126248e-01   1.367863e-01
2.050000e+02   2.495090e+03   1.789616e+03   1.571041e+02   2.555702e+01   1.679075e+00   -5.626751e-01   4.900859e-01   2.887080e-01   5.688027e-01
1.910000e+02   2.494706e+03   1.789798e+03   1.571041e+02   2.555694e+01   1.445450e+00   -4.000077e-01   2.253144e-01   -2.836568e-02   2.270929e-01
2.040000e+02   2.495465e+03   1.789448e+03   1.571041e+02   2.555688e+01   1.550672e+00   -4.762998e-01   5.064783e-01   -2.224417e-01   5.531732e-01
1.520000e+02   2.495350e+03   1.789267e+03   1.571040e+02   2.555703e+01   1.065847e+00   -6.923720e-02   7.375988e-02   3.305379e-01   3.386678e-01
2.000000e+02   2.495248e+03   1.789414e+03   1.571040e+02   2.555694e+01   1.498875e+00   -4.394137e-01   1.916964e-01   -1.490707e-02   1.922752e-01
1.930000e+02   2.495256e+03   1.789544e+03   1.571041e+02   2.555693e+01   1.654460e+00   -5.466406e-01   2.307352e-01   -3.844358e-02   2.339158e-01
2.090000e+02   2.495897e+03   1.789729e+03   1.571040e+02   2.555703e+01   1.887938e+00   -6.899693e-01   1.013861e-01   3.192414e-01   3.349541e-01
2.340000e+02   2.496965e+03   1.790157e+03   1.571040e+02   2.555694e+01   2.018187e+00   -7.624035e-01   0.000000e+00   0.000000e+00   0.000000e+00
