#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
2.180000e+02   1.494472e+03   1.911163e+03   1.570944e+02   2.606079e+01   1.343309e+01   -2.820440e+00   1.267189e-01   -5.437322e-02   1.378918e-01
2.280000e+02   1.494975e+03   1.911013e+03   1.570943e+02   2.606082e+01   1.811223e+01   -3.144930e+00   -1.830644e-01   6.190645e-02   1.932485e-01
1.840000e+02   1.495296e+03   1.911150e+03   1.570944e+02   2.606080e+01   1.136515e+01   -2.638938e+00   1.213766e-01   -1.496192e-02   1.222953e-01
1.960000e+02   1.494442e+03   1.911149e+03   1.570943e+02   2.606086e+01   1.281568e+01   -2.769354e+00   -3.373953e-01   2.150907e-01   4.001244e-01
2.310000e+02   1.495476e+03   1.911498e+03   1.570944e+02   2.606085e+01   1.424494e+01   -2.884151e+00   1.443369e-01   1.820604e-01   2.323341e-01
2.260000e+02   1.495601e+03   1.911219e+03   1.570944e+02   2.606081e+01   1.582194e+01   -2.998150e+00   1.952517e-02   3.693220e-02   4.177582e-02
2.090000e+02   1.495076e+03   1.911293e+03   1.570943e+02   2.606084e+01   1.399370e+01   -2.864831e+00   -1.801102e-01   1.300978e-01   2.221826e-01
2.210000e+02   1.495723e+03   1.911018e+03   1.570944e+02   2.606079e+01   1.643444e+01   -3.039387e+00   8.424552e-02   -4.121932e-02   9.378880e-02
1.670000e+02   1.495899e+03   1.910815e+03   1.570944e+02   2.606080e+01   9.644951e+00   -2.460750e+00   -7.038146e-02   -2.622857e-02   7.510984e-02
2.190000e+02   1.495705e+03   1.911018e+03   1.570944e+02   2.606081e+01   1.537836e+01   -2.967275e+00   1.539958e-01   1.562590e-02   1.547866e-01
2.110000e+02   1.495707e+03   1.911022e+03   1.570944e+02   2.606077e+01   1.589220e+01   -3.002960e+00   -1.100576e-01   -1.235798e-01   1.654831e-01
2.260000e+02   1.496229e+03   1.911138e+03   1.570944e+02   2.606080e+01   1.684778e+01   -3.066357e+00   -4.902336e-02   -9.184489e-03   4.987629e-02
2.540000e+02   1.497195e+03   1.910967e+03   1.570944e+02   2.606080e+01   1.989802e+01   -3.247025e+00   0.000000e+00   0.000000e+00   0.000000e+00
