#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
2.440000e+02   1.724924e+03   2.163779e+03   1.572358e+02   2.596426e+01   6.830948e+00   -2.086202e+00   1.268059e-01   -4.025452e-02   1.330419e-01
2.540000e+02   1.725351e+03   2.163667e+03   1.572357e+02   2.596435e+01   7.729651e+00   -2.220400e+00   -2.854822e-01   2.494404e-01   3.791050e-01
2.060000e+02   1.725797e+03   2.163769e+03   1.572358e+02   2.596423e+01   6.431332e+00   -2.020752e+00   5.047107e-02   -1.611152e-01   1.688356e-01
2.210000e+02   1.724820e+03   2.163828e+03   1.572356e+02   2.596436e+01   6.817850e+00   -2.084119e+00   -4.777487e-01   3.148364e-01   5.721589e-01
2.550000e+02   1.725928e+03   2.164092e+03   1.572358e+02   2.596429e+01   8.241285e+00   -2.289987e+00   -1.244300e-03   5.284340e-02   5.285805e-02
2.540000e+02   1.725991e+03   2.163835e+03   1.572357e+02   2.596429e+01   7.835782e+00   -2.235206e+00   -8.570930e-02   4.203347e-02   9.546149e-02
2.320000e+02   1.725440e+03   2.164036e+03   1.572357e+02   2.596433e+01   6.374261e+00   -2.011075e+00   -1.667188e-01   1.902363e-01   2.529526e-01
2.470000e+02   1.726045e+03   2.163680e+03   1.572358e+02   2.596429e+01   7.700986e+00   -2.216366e+00   -1.034151e-02   3.608273e-02   3.753545e-02
1.870000e+02   1.726182e+03   2.163592e+03   1.572357e+02   2.596434e+01   4.670307e+00   -1.673364e+00   -6.946824e-02   2.315041e-01   2.417022e-01
2.440000e+02   1.726120e+03   2.163746e+03   1.572358e+02   2.596425e+01   7.269310e+00   -2.153733e+00   1.269454e-01   -8.652165e-02   1.536266e-01
2.350000e+02   1.726031e+03   2.163774e+03   1.572357e+02   2.596423e+01   7.541189e+00   -2.193600e+00   -1.275681e-01   -1.580246e-01   2.030897e-01
2.510000e+02   1.726618e+03   2.163929e+03   1.572357e+02   2.596428e+01   8.365200e+00   -2.306191e+00   -1.156730e-01   1.941075e-02   1.172904e-01
2.870000e+02   1.727413e+03   2.163888e+03   1.572358e+02   2.596428e+01   8.728609e+00   -2.352363e+00   0.000000e+00   0.000000e+00   0.000000e+00
