#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
2.410000e+02   1.529902e+03   2.136135e+03   1.572084e+02   2.605897e+01   7.944329e+00   -2.250143e+00   1.826467e-01   2.144232e-02   1.839011e-01
2.510000e+02   1.530372e+03   2.136012e+03   1.572083e+02   2.605903e+01   8.823258e+00   -2.364073e+00   -1.877984e-01   2.256408e-01   2.935677e-01
2.020000e+02   1.530727e+03   2.136113e+03   1.572084e+02   2.605897e+01   6.580612e+00   -2.045666e+00   1.271534e-01   2.192739e-02   1.290302e-01
2.160000e+02   1.529836e+03   2.136120e+03   1.572082e+02   2.605905e+01   7.550649e+00   -2.194961e+00   -4.505287e-01   2.969306e-01   5.395775e-01
2.510000e+02   1.530883e+03   2.136406e+03   1.572084e+02   2.605902e+01   8.127551e+00   -2.274899e+00   2.254446e-02   1.737199e-01   1.751766e-01
2.490000e+02   1.530928e+03   2.136133e+03   1.572083e+02   2.605902e+01   8.913431e+00   -2.375112e+00   -8.006278e-02   1.749915e-01   1.924372e-01
2.290000e+02   1.530486e+03   2.136291e+03   1.572083e+02   2.605901e+01   7.043208e+00   -2.119426e+00   -1.455311e-01   1.509619e-01   2.096874e-01
2.420000e+02   1.531069e+03   2.135988e+03   1.572084e+02   2.605898e+01   8.649759e+00   -2.342510e+00   7.153904e-02   2.728221e-02   7.656470e-02
1.840000e+02   1.531127e+03   2.135799e+03   1.572083e+02   2.605906e+01   5.073717e+00   -1.763316e+00   -1.318898e-01   3.197575e-01   3.458898e-01
2.410000e+02   1.531030e+03   2.136048e+03   1.572084e+02   2.605901e+01   8.574183e+00   -2.332982e+00   2.262236e-01   1.405949e-01   2.663532e-01
2.320000e+02   1.531015e+03   2.136016e+03   1.572083e+02   2.605895e+01   8.581587e+00   -2.333919e+00   -1.267265e-01   -7.511507e-02   1.473156e-01
2.470000e+02   1.531598e+03   2.136195e+03   1.572084e+02   2.605897e+01   8.776151e+00   -2.358260e+00   3.472172e-03   1.876601e-02   1.908452e-02
2.810000e+02   1.532428e+03   2.135963e+03   1.572084e+02   2.605897e+01   9.479377e+00   -2.441949e+00   0.000000e+00   0.000000e+00   0.000000e+00
