#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
2.270000e+02   2.098611e+03   2.023367e+03   1.571924e+02   2.576926e+01   1.823059e+00   -6.520020e-01   1.644421e-01   -1.883181e-01   2.500098e-01
2.370000e+02   2.099056e+03   2.023121e+03   1.571922e+02   2.576932e+01   1.990637e+00   -7.474800e-01   -5.016802e-01   2.914298e-02   5.025259e-01
1.910000e+02   2.099349e+03   2.023175e+03   1.571923e+02   2.576926e+01   1.572662e+00   -4.915882e-01   -3.534392e-01   -1.648428e-01   3.899903e-01
2.050000e+02   2.098385e+03   2.023430e+03   1.571922e+02   2.576943e+01   1.555331e+00   -4.795567e-01   -4.719029e-01   4.297190e-01   6.382404e-01
2.390000e+02   2.099574e+03   2.023620e+03   1.571923e+02   2.576931e+01   1.707857e+00   -5.811287e-01   -1.346484e-01   -8.425271e-04   1.346510e-01
2.350000e+02   2.099684e+03   2.023452e+03   1.571923e+02   2.576930e+01   1.713473e+00   -5.846933e-01   -1.096733e-01   -4.035286e-02   1.168614e-01
2.180000e+02   2.099122e+03   2.023511e+03   1.571922e+02   2.576931e+01   1.624612e+00   -5.268742e-01   -5.447621e-01   1.585150e-02   5.449927e-01
2.290000e+02   2.099811e+03   2.023191e+03   1.571923e+02   2.576926e+01   2.195623e+00   -8.538944e-01   -2.644368e-01   -1.779185e-01   3.187190e-01
1.740000e+02   2.099984e+03   2.023212e+03   1.571923e+02   2.576930e+01   1.186233e+00   -1.854254e-01   -1.960887e-01   -4.278341e-02   2.007018e-01
2.280000e+02   2.099740e+03   2.023305e+03   1.571923e+02   2.576928e+01   1.905212e+00   -6.998583e-01   -1.759155e-01   -1.079096e-01   2.063752e-01
2.190000e+02   2.099681e+03   2.023503e+03   1.571923e+02   2.576928e+01   1.695230e+00   -5.730718e-01   -8.256911e-02   -1.123240e-01   1.394071e-01
2.340000e+02   2.100242e+03   2.023615e+03   1.571923e+02   2.576938e+01   2.091599e+00   -8.011959e-01   -2.630117e-01   2.424855e-01   3.577350e-01
2.630000e+02   2.101205e+03   2.023925e+03   1.571924e+02   2.576931e+01   2.190557e+00   -8.513864e-01   0.000000e+00   0.000000e+00   0.000000e+00
