#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
2.500000e+02   1.328636e+03   2.193755e+03   1.572229e+02   2.616274e+01   1.559344e+00   -4.823546e-01   2.636040e-01   2.986527e-01   3.983472e-01
2.600000e+02   1.329262e+03   2.193581e+03   1.572228e+02   2.616272e+01   2.062653e+00   -7.860655e-01   -1.391684e-01   2.117873e-01   2.534200e-01
2.120000e+02   1.329753e+03   2.193701e+03   1.572229e+02   2.616260e+01   1.751853e+00   -6.087444e-01   2.715387e-01   -2.021747e-01   3.385379e-01
2.270000e+02   1.328868e+03   2.193625e+03   1.572227e+02   2.616266e+01   1.834298e+00   -6.586747e-01   -4.728429e-01   -3.310714e-03   4.728544e-01
2.610000e+02   1.329798e+03   2.193940e+03   1.572228e+02   2.616269e+01   1.667767e+00   -5.553386e-01   2.879318e-02   9.460769e-02   9.889217e-02
2.610000e+02   1.329910e+03   2.193534e+03   1.572227e+02   2.616264e+01   1.922548e+00   -7.096927e-01   -2.628771e-01   -7.412821e-02   2.731289e-01
2.380000e+02   1.329459e+03   2.193832e+03   1.572228e+02   2.616266e+01   1.303386e+00   -2.876822e-01   -2.580861e-02   -7.464407e-03   2.686637e-02
2.530000e+02   1.329883e+03   2.193448e+03   1.572228e+02   2.616268e+01   1.984577e+00   -7.441698e-01   -1.555627e-02   8.148482e-02   8.295646e-02
1.920000e+02   1.330094e+03   2.193351e+03   1.572228e+02   2.616270e+01   1.242662e+00   -2.358829e-01   2.655018e-02   1.311426e-01   1.338032e-01
2.500000e+02   1.329963e+03   2.193325e+03   1.572228e+02   2.616265e+01   1.807546e+00   -6.427231e-01   -1.041517e-01   -2.195707e-02   1.064410e-01
2.410000e+02   1.329946e+03   2.193551e+03   1.572228e+02   2.616260e+01   1.596888e+00   -5.081862e-01   -1.644094e-02   -2.011109e-01   2.017818e-01
2.570000e+02   1.330452e+03   2.193456e+03   1.572227e+02   2.616263e+01   1.934508e+00   -7.164261e-01   -3.310235e-01   -1.181366e-01   3.514723e-01
2.930000e+02   1.331225e+03   2.193269e+03   1.572228e+02   2.616266e+01   2.326757e+00   -9.168777e-01   0.000000e+00   0.000000e+00   0.000000e+00
