#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
2.800000e+01   5.007787e+02   3.541759e+02   1.562530e+02   2.644427e+01   1.010098e+01   -2.510909e+00   2.303768e-01   2.249041e-02   2.314720e-01
2.500000e+01   5.014419e+02   3.538381e+02   1.562531e+02   2.644416e+01   9.423335e+00   -2.435512e+00   4.696744e-01   -3.586940e-01   5.909784e-01
2.300000e+01   5.018240e+02   3.540253e+02   1.562531e+02   2.644426e+01   8.335395e+00   -2.302316e+00   4.601156e-01   2.264638e-03   4.601212e-01
2.000000e+01   5.011697e+02   3.540264e+02   1.562532e+02   2.644423e+01   8.161538e+00   -2.279430e+00   9.393896e-01   -1.049783e-01   9.452371e-01
2.700000e+01   5.021996e+02   3.541648e+02   1.562531e+02   2.644432e+01   1.001624e+01   -2.501762e+00   3.018237e-01   2.370633e-01   3.837923e-01
2.800000e+01   5.024287e+02   3.540699e+02   1.562531e+02   2.644422e+01   8.836686e+00   -2.365724e+00   3.772352e-01   -1.264076e-01   3.978508e-01
2.800000e+01   5.019728e+02   3.540380e+02   1.562531e+02   2.644423e+01   9.287769e+00   -2.419779e+00   4.880264e-01   -1.155977e-01   5.015303e-01
2.700000e+01   5.025962e+02   3.537139e+02   1.562531e+02   2.644427e+01   9.624441e+00   -2.458439e+00   4.317984e-01   4.440055e-02   4.340751e-01
2.000000e+01   5.027205e+02   3.534101e+02   1.562531e+02   2.644416e+01   5.811913e+00   -1.910798e+00   5.921869e-01   -3.493014e-01   6.875295e-01
2.800000e+01   5.027142e+02   3.535471e+02   1.562531e+02   2.644424e+01   8.488649e+00   -2.322096e+00   5.697737e-01   -7.092857e-02   5.741715e-01
2.700000e+01   5.028383e+02   3.534991e+02   1.562531e+02   2.644431e+01   9.066908e+00   -2.393648e+00   3.408380e-01   1.897182e-01   3.900814e-01
3.000000e+01   5.031423e+02   3.534963e+02   1.562532e+02   2.644421e+01   9.235672e+00   -2.413671e+00   8.118926e-01   -1.808393e-01   8.317887e-01
3.200000e+01   5.050719e+02   3.525658e+02   1.562530e+02   2.644426e+01   1.189252e+01   -2.688185e+00   0.000000e+00   0.000000e+00   0.000000e+00
