#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
1.160000e+02   2.292338e+03   1.133177e+03   1.567648e+02   2.561096e+01   3.608346e+00   -1.393270e+00   -2.945301e-02   8.054389e-02   8.576012e-02
1.140000e+02   2.292819e+03   1.133134e+03   1.567648e+02   2.561100e+01   4.395755e+00   -1.607584e+00   3.861058e-03   2.058395e-01   2.058757e-01
9.400000e+01   2.293085e+03   1.133292e+03   1.567648e+02   2.561101e+01   3.007630e+00   -1.195561e+00   4.572938e-02   2.420629e-01   2.463445e-01
9.700000e+01   2.292432e+03   1.133282e+03   1.567648e+02   2.561105e+01   3.105255e+00   -1.230243e+00   5.975375e-03   3.706782e-01   3.707264e-01
1.170000e+02   2.293544e+03   1.133747e+03   1.567649e+02   2.561103e+01   3.944367e+00   -1.489943e+00   4.499798e-01   3.191868e-01   5.516902e-01
1.140000e+02   2.293730e+03   1.133540e+03   1.567649e+02   2.561098e+01   3.560863e+00   -1.378888e+00   2.575758e-01   1.528006e-01   2.994884e-01
1.080000e+02   2.293236e+03   1.133580e+03   1.567647e+02   2.561094e+01   3.111887e+00   -1.232560e+00   -1.507153e-01   -1.534809e-02   1.514948e-01
1.110000e+02   2.294007e+03   1.133316e+03   1.567649e+02   2.561093e+01   4.431651e+00   -1.616414e+00   2.192843e-01   -4.609651e-02   2.240769e-01
8.700000e+01   2.293954e+03   1.133205e+03   1.567648e+02   2.561100e+01   2.858671e+00   -1.140410e+00   8.323728e-02   2.223087e-01   2.373807e-01
1.140000e+02   2.293862e+03   1.133397e+03   1.567648e+02   2.561096e+01   3.639689e+00   -1.402661e+00   2.062393e-01   6.699893e-02   2.168490e-01
1.080000e+02   2.293973e+03   1.133456e+03   1.567648e+02   2.561098e+01   3.384936e+00   -1.323876e+00   1.991391e-01   1.190748e-01   2.320241e-01
1.160000e+02   2.294514e+03   1.133649e+03   1.567649e+02   2.561105e+01   3.751890e+00   -1.435625e+00   2.640289e-01   4.007208e-01   4.798838e-01
1.300000e+02   2.296057e+03   1.134002e+03   1.567648e+02   2.561094e+01   5.258232e+00   -1.802099e+00   0.000000e+00   0.000000e+00   0.000000e+00
