#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
1.100000e+02   1.748913e+03   1.074068e+03   1.566974e+02   2.587612e+01   1.305584e+00   -2.895123e-01   3.771746e-01   2.972681e-01   4.802385e-01
1.080000e+02   1.749371e+03   1.073965e+03   1.566974e+02   2.587616e+01   1.498554e+00   -4.391810e-01   4.336797e-01   4.316070e-01   6.118519e-01
9.000000e+01   1.749854e+03   1.074109e+03   1.566974e+02   2.587610e+01   1.002400e+00   -2.602213e-03   5.190681e-01   1.982608e-01   5.556429e-01
9.200000e+01   1.749119e+03   1.074073e+03   1.566974e+02   2.587614e+01   1.249733e+00   -2.420427e-01   4.667365e-01   3.696076e-01   5.953594e-01
1.100000e+02   1.750144e+03   1.074295e+03   1.566974e+02   2.587617e+01   1.588437e+00   -5.024252e-01   3.878325e-01   4.739135e-01   6.123791e-01
1.080000e+02   1.750410e+03   1.074103e+03   1.566974e+02   2.587608e+01   1.235358e+00   -2.294822e-01   2.879935e-01   1.223829e-01   3.129183e-01
1.020000e+02   1.749736e+03   1.074326e+03   1.566974e+02   2.587616e+01   1.169295e+00   -1.698104e-01   3.334832e-01   4.147228e-01   5.321711e-01
1.030000e+02   1.750412e+03   1.073937e+03   1.566974e+02   2.587617e+01   1.494459e+00   -4.362102e-01   3.815770e-01   4.520448e-01   5.915619e-01
1.080000e+02   1.750371e+03   1.073837e+03   1.566973e+02   2.587616e+01   1.448424e+00   -4.022396e-01   2.262617e-01   4.363722e-01   4.915435e-01
1.020000e+02   1.750425e+03   1.074090e+03   1.566974e+02   2.587622e+01   1.532393e+00   -4.634253e-01   5.231085e-01   6.402594e-01   8.267857e-01
1.100000e+02   1.751307e+03   1.074013e+03   1.566974e+02   2.587604e+01   1.449394e+00   -4.029665e-01   4.030911e-01   -2.188003e-02   4.036845e-01
1.210000e+02   1.752722e+03   1.073968e+03   1.566973e+02   2.587604e+01   1.795573e+00   -6.355079e-01   0.000000e+00   0.000000e+00   0.000000e+00
