#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
2.100000e+01   3.736871e+01   2.678951e+01   6.353166e+00   -2.007476e+00   5.183624e-01   4.893281e-01   7.128405e-01
2.200000e+01   3.736841e+01   2.678958e+01   5.720035e+00   -1.893497e+00   -5.481160e-01   7.636493e-01   9.399954e-01
2.100000e+01   3.736865e+01   2.678938e+01   5.827165e+00   -1.913643e+00   2.859956e-01   2.765262e-02   2.873294e-01
2.000000e+01   3.736857e+01   2.678927e+01   4.613146e+00   -1.659993e+00   5.386783e-03   -3.690050e-01   3.690443e-01
2.200000e+01   3.736834e+01   2.678933e+01   5.083457e+00   -1.765398e+00   -8.242096e-01   -1.303077e-01   8.344469e-01
2.100000e+01   3.736836e+01   2.678937e+01   5.332069e+00   -1.817239e+00   -7.540378e-01   1.058442e-02   7.541121e-01
2.000000e+01   3.736849e+01   2.678942e+01   5.251705e+00   -1.800751e+00   -2.783887e-01   1.862683e-01   3.349570e-01
2.200000e+01   3.736851e+01   2.678941e+01   4.618189e+00   -1.661179e+00   -2.061474e-01   1.508508e-01   2.554461e-01
2.000000e+01   3.736831e+01   2.678941e+01   5.048960e+00   -1.758005e+00   -9.417319e-01   1.354476e-01   9.514226e-01
2.000000e+01   3.736857e+01   2.678937e+01   6.016310e+00   -1.948326e+00   0.000000e+00   0.000000e+00   0.000000e+00
