#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
6.400000e+01   3.681066e+01   2.670812e+01   8.197826e+00   -2.284247e+00   3.726386e-01   -4.786199e-01   6.065777e-01
6.400000e+01   3.681067e+01   2.670816e+01   6.983228e+00   -2.110141e+00   4.079513e-01   -3.210732e-01   5.191457e-01
6.300000e+01   3.681063e+01   2.670821e+01   7.814262e+00   -2.232220e+00   2.640208e-01   -1.554367e-01   3.063781e-01
6.400000e+01   3.681087e+01   2.670810e+01   6.915521e+00   -2.099562e+00   1.146722e+00   -5.354973e-01   1.265594e+00
6.600000e+01   3.681050e+01   2.670818e+01   6.330638e+00   -2.003619e+00   -1.809423e-01   -2.635917e-01   3.197197e-01
6.600000e+01   3.681054e+01   2.670827e+01   6.768040e+00   -2.076157e+00   -5.501614e-02   5.169452e-02   7.549238e-02
6.100000e+01   3.681051e+01   2.670829e+01   7.177595e+00   -2.139947e+00   -1.435056e-01   1.384664e-01   1.994161e-01
6.700000e+01   3.681067e+01   2.670811e+01   6.576233e+00   -2.044943e+00   4.127392e-01   -5.135735e-01   6.588713e-01
6.400000e+01   3.681060e+01   2.670831e+01   5.807918e+00   -1.910051e+00   1.781469e-01   2.209271e-01   2.838047e-01
6.400000e+01   3.681055e+01   2.670825e+01   7.289506e+00   -2.156745e+00   0.000000e+00   0.000000e+00   0.000000e+00
