#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
2.500000e+01   3.723602e+01   2.657284e+01   1.410077e+00   -3.731073e-01   8.261140e-02   1.640838e+00   1.642916e+00
2.500000e+01   3.723548e+01   2.657265e+01   1.345587e+00   -3.222792e-01   -1.851007e+00   9.601618e-01   2.085218e+00
2.500000e+01   3.723592e+01   2.657265e+01   1.361983e+00   -3.354295e-01   -2.699653e-01   9.416466e-01   9.795814e-01
2.400000e+01   3.723582e+01   2.657235e+01   1.351292e+00   -3.268730e-01   -6.495794e-01   -1.345613e-01   6.633703e-01
2.500000e+01   3.723593e+01   2.657252e+01   1.222986e+00   -2.185533e-01   -2.239158e-01   4.922002e-01   5.407395e-01
2.400000e+01   3.723582e+01   2.657254e+01   1.450827e+00   -4.040393e-01   -6.276631e-01   5.503117e-01   8.347479e-01
2.400000e+01   3.723549e+01   2.657250e+01   1.577066e+00   -4.946248e-01   -1.823818e+00   4.117144e-01   1.869711e+00
2.600000e+01   3.723576e+01   2.657237e+01   1.534140e+00   -4.646627e-01   -8.379059e-01   -4.415619e-02   8.390686e-01
2.300000e+01   3.723559e+01   2.657287e+01   1.121502e+00   -1.245001e-01   -1.470518e+00   1.727531e+00   2.268653e+00
2.400000e+01   3.723600e+01   2.657239e+01   1.515642e+00   -4.514916e-01   0.000000e+00   0.000000e+00   0.000000e+00
