#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
4.300000e+01   3.696477e+01   2.649192e+01   1.248873e+01   -2.741296e+00   -2.792788e-01   -9.154598e-01   9.571120e-01
4.600000e+01   3.696466e+01   2.649191e+01   1.401430e+01   -2.866429e+00   -6.881210e-01   -9.566655e-01   1.178439e+00
4.200000e+01   3.696478e+01   2.649165e+01   1.384919e+01   -2.853561e+00   -2.408539e-01   -1.870302e+00   1.885746e+00
4.500000e+01   3.696462e+01   2.649179e+01   1.376458e+01   -2.846908e+00   -7.978282e-01   -1.391664e+00   1.604138e+00
4.500000e+01   3.696459e+01   2.649177e+01   1.581934e+01   -2.997971e+00   -9.351668e-01   -1.466268e+00   1.739103e+00
4.400000e+01   3.696472e+01   2.649187e+01   1.582336e+01   -2.998247e+00   -4.565503e-01   -1.107126e+00   1.197566e+00
4.300000e+01   3.696474e+01   2.649181e+01   1.547856e+01   -2.974326e+00   -3.970514e-01   -1.316004e+00   1.374597e+00
4.700000e+01   3.696461e+01   2.649196e+01   1.381465e+01   -2.850850e+00   -8.474433e-01   -7.708360e-01   1.145578e+00
4.400000e+01   3.696454e+01   2.649195e+01   1.577304e+01   -2.994788e+00   -1.091458e+00   -8.058731e-01   1.356729e+00
4.400000e+01   3.696485e+01   2.649217e+01   1.550989e+01   -2.976522e+00   0.000000e+00   0.000000e+00   0.000000e+00
