#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
4.500000e+01   3.686392e+01   2.625351e+01   6.099360e+00   -1.963211e+00   -7.254281e-01   -1.692337e+00   1.841263e+00
4.700000e+01   3.686430e+01   2.625343e+01   5.967315e+00   -1.939447e+00   6.106220e-01   -1.960124e+00   2.053033e+00
4.400000e+01   3.686400e+01   2.625359e+01   6.125980e+00   -1.967939e+00   -4.596268e-01   -1.386973e+00   1.461147e+00
4.600000e+01   3.686427e+01   2.625361e+01   6.689812e+00   -2.063535e+00   5.356965e-01   -1.331139e+00   1.434888e+00
4.700000e+01   3.686432e+01   2.625356e+01   5.896118e+00   -1.926415e+00   7.047796e-01   -1.503274e+00   1.660285e+00
4.600000e+01   3.686418e+01   2.625388e+01   5.437890e+00   -1.838576e+00   1.791777e-01   -3.528487e-01   3.957358e-01
4.500000e+01   3.686396e+01   2.625379e+01   5.737999e+00   -1.896901e+00   -6.030500e-01   -6.661538e-01   8.985712e-01
4.900000e+01   3.686410e+01   2.625392e+01   6.160041e+00   -1.973959e+00   -9.950491e-02   -2.093102e-01   2.317585e-01
4.500000e+01   3.686436e+01   2.625383e+01   6.337413e+00   -2.004780e+00   8.534608e-01   -5.305287e-01   1.004916e+00
4.600000e+01   3.686413e+01   2.625398e+01   5.570948e+00   -1.864823e+00   0.000000e+00   0.000000e+00   0.000000e+00
