#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
1.900000e+01   3.719080e+01   2.625349e+01   1.507366e+00   -4.455466e-01   4.128193e-01   -3.456119e-02   4.142635e-01
1.900000e+01   3.719068e+01   2.625327e+01   1.355879e+00   -3.305526e-01   -2.353371e-02   -8.272443e-01   8.275790e-01
2.000000e+01   3.719051e+01   2.625334e+01   1.341519e+00   -3.189924e-01   -6.212566e-01   -6.015706e-01   8.647815e-01
1.900000e+01   3.719064e+01   2.625360e+01   1.435038e+00   -3.921588e-01   -1.680854e-01   3.433362e-01   3.822728e-01
1.900000e+01   3.719038e+01   2.625303e+01   1.304534e+00   -2.886385e-01   -1.101252e+00   -1.699888e+00   2.025433e+00
1.900000e+01   3.719043e+01   2.625333e+01   1.341208e+00   -3.187407e-01   -9.400487e-01   -6.086537e-01   1.119889e+00
1.800000e+01   3.719054e+01   2.625329e+01   1.386721e+00   -3.549731e-01   -5.328728e-01   -7.742368e-01   9.398915e-01
2.000000e+01   3.719031e+01   2.625354e+01   1.482832e+00   -4.277299e-01   -1.369670e+00   1.246744e-01   1.375333e+00
1.800000e+01   3.719062e+01   2.625335e+01   1.296408e+00   -2.818543e-01   -2.513731e-01   -5.396923e-01   5.953623e-01
1.800000e+01   3.719069e+01   2.625350e+01   1.390631e+00   -3.580297e-01   0.000000e+00   0.000000e+00   0.000000e+00
