#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
8.000000e+00   6.203488e+02   3.172450e+01   3.772859e+01   2.720270e+01   3.231662e+00   -1.273565e+00   -6.611499e-01   -9.838430e-01   1.185355e+00
9.000000e+00   6.202068e+02   3.210396e+01   3.772859e+01   2.720254e+01   3.263511e+00   -1.284213e+00   -6.573422e-01   -1.571940e+00   1.703847e+00
9.000000e+00   6.202308e+02   3.269476e+01   3.772855e+01   2.720274e+01   3.202970e+00   -1.263882e+00   -8.207284e-01   -8.547045e-01   1.184953e+00
9.000000e+00   6.200903e+02   3.288620e+01   3.772851e+01   2.720263e+01   3.825449e+00   -1.456706e+00   -9.537736e-01   -1.228727e+00   1.555459e+00
9.000000e+00   6.200893e+02   3.315235e+01   3.772868e+01   2.720257e+01   3.627833e+00   -1.399118e+00   -3.535124e-01   -1.450908e+00   1.493354e+00
9.000000e+00   6.200558e+02   3.333116e+01   3.772872e+01   2.720269e+01   3.424262e+00   -1.336418e+00   -1.966096e-01   -1.033681e+00   1.052212e+00
9.000000e+00   6.200628e+02   3.344091e+01   3.772869e+01   2.720254e+01   3.481642e+00   -1.354460e+00   -3.109332e-01   -1.562914e+00   1.593543e+00
9.000000e+00   6.200521e+02   3.377964e+01   3.772856e+01   2.720269e+01   3.759661e+00   -1.437872e+00   -7.643576e-01   -1.026053e+00   1.279463e+00
9.000000e+00   6.200056e+02   3.401871e+01   3.772861e+01   2.720270e+01   3.959733e+00   -1.494165e+00   -5.959455e-01   -9.843972e-01   1.150734e+00
9.000000e+00   6.198751e+02   3.458595e+01   3.772878e+01   2.720298e+01   3.374123e+00   -1.320402e+00   0.000000e+00   0.000000e+00   0.000000e+00
