#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
2.900000e+01   3.089193e+02   1.718092e+02   3.725316e+01   2.671815e+01   1.161201e+01   -2.662268e+00   -8.014750e-02   3.543862e-01   3.633362e-01
2.900000e+01   3.088320e+02   1.720996e+02   3.725347e+01   2.671807e+01   1.107220e+01   -2.610585e+00   1.010589e+00   7.685387e-02   1.013507e+00
2.900000e+01   3.087248e+02   1.727333e+02   3.725319e+01   2.671811e+01   9.711666e+00   -2.468234e+00   7.528734e-03   2.149719e-01   2.151037e-01
2.800000e+01   3.085598e+02   1.729303e+02   3.725324e+01   2.671797e+01   1.034128e+01   -2.536436e+00   1.930520e-01   -2.906525e-01   3.489240e-01
3.000000e+01   3.085669e+02   1.731712e+02   3.725339e+01   2.671791e+01   9.321358e+00   -2.423698e+00   7.445252e-01   -4.921775e-01   8.925001e-01
2.700000e+01   3.084752e+02   1.733560e+02   3.725338e+01   2.671796e+01   8.540542e+00   -2.328714e+00   6.769240e-01   -3.151665e-01   7.466967e-01
2.800000e+01   3.085565e+02   1.735194e+02   3.725326e+01   2.671805e+01   8.592848e+00   -2.335343e+00   2.455334e-01   -9.221216e-03   2.457065e-01
3.100000e+01   3.084681e+02   1.738517e+02   3.725316e+01   2.671806e+01   9.337365e+00   -2.425561e+00   -9.762157e-02   2.932383e-02   1.019307e-01
2.600000e+01   3.084448e+02   1.740218e+02   3.725336e+01   2.671798e+01   1.016983e+01   -2.518284e+00   6.367311e-01   -2.482225e-01   6.834039e-01
2.800000e+01   3.081599e+02   1.746766e+02   3.725319e+01   2.671805e+01   1.038359e+01   -2.540869e+00   0.000000e+00   0.000000e+00   0.000000e+00
