#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
5.600000e+01   2.340656e+02   3.359216e+02   3.690389e+01   2.669179e+01   1.743595e+00   -6.036138e-01   1.759989e+00   -1.878701e-01   1.769988e+00
5.700000e+01   2.339801e+02   3.364300e+02   3.690385e+01   2.669186e+01   1.540329e+00   -4.690336e-01   1.616707e+00   4.760532e-02   1.617408e+00
5.600000e+01   2.339919e+02   3.368945e+02   3.690392e+01   2.669203e+01   1.461278e+00   -4.118319e-01   1.860064e+00   6.711716e-01   1.977450e+00
5.600000e+01   2.339431e+02   3.371766e+02   3.690398e+01   2.669214e+01   1.458433e+00   -4.097164e-01   2.063622e+00   1.059588e+00   2.319755e+00
6.000000e+01   2.338111e+02   3.374925e+02   3.690384e+01   2.669191e+01   1.409358e+00   -3.725535e-01   1.566085e+00   2.422131e-01   1.584705e+00
5.900000e+01   2.337714e+02   3.377858e+02   3.690368e+01   2.669215e+01   1.132685e+00   -1.352728e-01   9.809263e-01   1.108182e+00   1.479961e+00
5.500000e+01   2.336707e+02   3.378480e+02   3.690358e+01   2.669184e+01   1.549643e+00   -4.755791e-01   6.390949e-01   -2.077268e-02   6.394324e-01
6.000000e+01   2.337928e+02   3.379670e+02   3.690406e+01   2.669210e+01   1.331049e+00   -3.104848e-01   2.377780e+00   9.131543e-01   2.547094e+00
5.800000e+01   2.337811e+02   3.383734e+02   3.690384e+01   2.669220e+01   1.438725e+00   -3.949442e-01   1.577912e+00   1.269540e+00   2.025225e+00
5.600000e+01   2.332483e+02   3.390568e+02   3.690340e+01   2.669185e+01   1.430868e+00   -3.889986e-01   0.000000e+00   0.000000e+00   0.000000e+00
