#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
3.100000e+01   1.707614e+01   1.804259e+02   3.702861e+01   2.617934e+01   3.263780e+00   -1.284302e+00   2.605992e-02   -1.243598e+00   1.243871e+00
3.100000e+01   1.692496e+01   1.809523e+02   3.702852e+01   2.617937e+01   4.091942e+00   -1.529824e+00   -3.151305e-01   -1.132848e+00   1.175862e+00
3.100000e+01   1.684708e+01   1.813324e+02   3.702869e+01   2.617932e+01   3.520707e+00   -1.366575e+00   2.908489e-01   -1.300089e+00   1.332225e+00
3.000000e+01   1.688540e+01   1.816650e+02   3.702870e+01   2.617968e+01   3.563570e+00   -1.379713e+00   3.521908e-01   1.133067e-02   3.523730e-01
3.200000e+01   1.685354e+01   1.820029e+02   3.702863e+01   2.617960e+01   3.788268e+00   -1.446102e+00   9.528762e-02   -3.003437e-01   3.150969e-01
2.900000e+01   1.680357e+01   1.821059e+02   3.702877e+01   2.617969e+01   3.557054e+00   -1.377726e+00   5.759228e-01   4.565583e-02   5.777296e-01
3.000000e+01   1.676234e+01   1.821607e+02   3.702873e+01   2.617953e+01   3.435239e+00   -1.339892e+00   4.382243e-01   -5.435707e-01   6.982189e-01
3.300000e+01   1.675492e+01   1.825680e+02   3.702860e+01   2.617975e+01   3.248629e+00   -1.279250e+00   -1.656037e-02   2.607935e-01   2.613187e-01
2.800000e+01   1.676144e+01   1.829211e+02   3.702853e+01   2.617977e+01   3.638771e+00   -1.402387e+00   -2.939425e-01   3.154100e-01   4.311446e-01
3.000000e+01   1.645643e+01   1.833934e+02   3.702861e+01   2.617968e+01   2.724436e+00   -1.088192e+00   0.000000e+00   0.000000e+00   0.000000e+00
