#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
6.800000e+01   4.718932e+02   3.938185e+02   3.696993e+01   2.717573e+01   1.310360e+01   -2.793476e+00   1.034523e-01   3.447792e-01   3.599654e-01
6.900000e+01   4.717723e+02   3.941325e+02   3.697016e+01   2.717553e+01   1.302790e+01   -2.787186e+00   9.591773e-01   -3.687073e-01   1.027602e+00
6.800000e+01   4.716240e+02   3.947225e+02   3.696990e+01   2.717547e+01   1.091271e+01   -2.594832e+00   1.458957e-02   -5.840740e-01   5.842562e-01
6.900000e+01   4.714795e+02   3.949523e+02   3.696995e+01   2.717532e+01   1.201978e+01   -2.699742e+00   2.072073e-01   -1.111853e+00   1.130996e+00
7.100000e+01   4.714432e+02   3.951840e+02   3.697003e+01   2.717525e+01   1.114352e+01   -2.617556e+00   4.925353e-01   -1.359668e+00   1.446128e+00
7.100000e+01   4.713883e+02   3.953889e+02   3.697005e+01   2.717539e+01   1.063004e+01   -2.566337e+00   5.448693e-01   -8.723636e-01   1.028543e+00
6.600000e+01   4.714678e+02   3.955133e+02   3.696998e+01   2.717541e+01   9.639743e+00   -2.460164e+00   3.125732e-01   -8.027574e-01   8.614647e-01
7.200000e+01   4.713663e+02   3.958632e+02   3.696987e+01   2.717540e+01   1.178058e+01   -2.677917e+00   -1.123991e-01   -8.233670e-01   8.310035e-01
6.900000e+01   4.713321e+02   3.960557e+02   3.696998e+01   2.717539e+01   1.290687e+01   -2.777052e+00   3.137738e-01   -8.670865e-01   9.221134e-01
6.900000e+01   4.711316e+02   3.966975e+02   3.696990e+01   2.717563e+01   1.274018e+01   -2.762939e+00   0.000000e+00   0.000000e+00   0.000000e+00
