#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
5.800000e+01   3.673826e+01   2.751297e+01   9.732145e+00   -2.470521e+00   -5.524720e-01   4.765634e-01   7.296150e-01
6.500000e+01   3.673826e+01   2.751286e+01   1.010489e+01   -2.511328e+00   -5.633302e-01   9.153518e-02   5.707185e-01
5.800000e+01   3.673827e+01   2.751262e+01   8.914062e+00   -2.375189e+00   -5.159465e-01   -7.859553e-01   9.401737e-01
6.200000e+01   3.673813e+01   2.751263e+01   9.227127e+00   -2.412666e+00   -1.023716e+00   -7.375479e-01   1.261733e+00
7.100000e+01   3.673821e+01   2.751276e+01   1.001878e+01   -2.502038e+00   -7.251635e-01   -2.945496e-01   7.827015e-01
6.600000e+01   3.673838e+01   2.751263e+01   9.270454e+00   -2.417753e+00   -1.278585e-01   -7.645961e-01   7.752129e-01
6.100000e+01   3.673824e+01   2.751266e+01   9.199620e+00   -2.409425e+00   -6.284826e-01   -6.324163e-01   8.915945e-01
6.700000e+01   3.673809e+01   2.751279e+01   8.658889e+00   -2.343655e+00   -1.161163e+00   -1.608337e-01   1.172249e+00
7.000000e+01   3.673810e+01   2.751276e+01   9.812198e+00   -2.479416e+00   -1.138495e+00   -2.685556e-01   1.169741e+00
6.700000e+01   3.673841e+01   2.751284e+01   9.671205e+00   -2.463701e+00   0.000000e+00   0.000000e+00   0.000000e+00
