#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
5.600000e+01   3.684759e+01   2.776821e+01   3.443308e+00   -1.342440e+00   1.361410e-01   -5.809931e-01   5.967305e-01
6.300000e+01   3.684766e+01   2.776796e+01   2.779809e+00   -1.110037e+00   3.882181e-01   -1.509211e+00   1.558342e+00
5.600000e+01   3.684751e+01   2.776782e+01   3.322736e+00   -1.303740e+00   -1.747487e-01   -2.006665e+00   2.014260e+00
6.100000e+01   3.684762e+01   2.776768e+01   3.633026e+00   -1.400671e+00   2.218505e-01   -2.509051e+00   2.518840e+00
6.900000e+01   3.684764e+01   2.776763e+01   3.414436e+00   -1.333297e+00   2.894941e-01   -2.692953e+00   2.708469e+00
6.500000e+01   3.684756e+01   2.776802e+01   3.305417e+00   -1.298066e+00   1.733545e-02   -1.270816e+00   1.270934e+00
5.900000e+01   3.684747e+01   2.776783e+01   3.298633e+00   -1.295835e+00   -3.006730e-01   -1.950278e+00   1.973319e+00
6.500000e+01   3.684752e+01   2.776790e+01   3.493688e+00   -1.358210e+00   -1.457560e-01   -1.705290e+00   1.711508e+00
6.900000e+01   3.684753e+01   2.776789e+01   3.545296e+00   -1.374131e+00   -8.093200e-02   -1.740806e+00   1.742686e+00
6.500000e+01   3.684756e+01   2.776838e+01   3.755076e+00   -1.436547e+00   0.000000e+00   0.000000e+00   0.000000e+00
