#   ID    	x	      y	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec 
5.000000e+00   3.863337e+02   4.053716e+02   1.162466e+00   -1.634503e-01   0.000000e+00   0.000000e+00   0.000000e+00
6.000000e+00   0.000000e+00   0.000000e+00   5.307742e+02   -6.812275e+00   -2.011635e+02   -8.262223e+02   8.503588e+02
4.000000e+00   0.000000e+00   0.000000e+00   5.381592e+02   -6.827277e+00   -2.311253e+02   -7.998451e+02   8.325689e+02
4.000000e+00   0.000000e+00   0.000000e+00   1.217309e+00   -2.135021e-01   5.923198e+01   -6.014708e+01   8.441622e+01
4.000000e+00   0.000000e+00   0.000000e+00   1.172925e+00   -1.731754e-01   4.982001e+01   -5.463053e+01   7.393597e+01
4.000000e+00   0.000000e+00   0.000000e+00   1.030304e+00   -3.241378e-02   3.437877e+01   -4.413736e+01   5.594646e+01
6.000000e+00   0.000000e+00   0.000000e+00   3.923181e+00   -1.484096e+00   -5.798343e+02   7.872691e+02   9.777527e+02
8.000000e+00   0.000000e+00   0.000000e+00   3.685427e+00   -1.416220e+00   -5.874077e+02   8.008388e+02   9.931720e+02
5.000000e+00   0.000000e+00   0.000000e+00   1.244733e+00   -2.376905e-01   1.467083e+01   -7.501820e+00   1.647758e+01
8.000000e+00   0.000000e+00   0.000000e+00   3.719599e+00   -1.426240e+00   -5.915114e+02   8.162960e+02   1.008080e+03
6.000000e+00   0.000000e+00   0.000000e+00   1.094908e+00   -9.844442e-02   5.557180e+00   -4.282420e+00   7.015794e+00
1.000000e+01   0.000000e+00   0.000000e+00   3.638328e+00   -1.402255e+00   -5.994577e+02   8.197696e+02   1.015565e+03
5.000000e+00   0.000000e+00   0.000000e+00   1.254358e+00   -2.460538e-01   -3.219750e+00   1.105455e+01   1.151390e+01
8.000000e+00   0.000000e+00   0.000000e+00   3.915108e+00   -1.481859e+00   -6.092678e+02   8.362064e+02   1.034625e+03
5.000000e+00   0.000000e+00   0.000000e+00   3.342675e+00   -1.310235e+00   -6.165838e+02   8.571644e+02   1.055891e+03
7.000000e+00   0.000000e+00   0.000000e+00   3.405963e+00   -1.330600e+00   -6.218086e+02   8.762362e+02   1.074447e+03
7.000000e+00   0.000000e+00   0.000000e+00   3.837627e+00   -1.460157e+00   -6.270139e+02   8.850900e+02   1.084680e+03
4.000000e+00   0.000000e+00   0.000000e+00   1.139867e+00   -1.421354e-01   -2.963220e+01   8.656903e+01   9.150008e+01
7.000000e+00   0.000000e+00   0.000000e+00   3.512212e+00   -1.363952e+00   -6.326327e+02   9.092962e+02   1.107720e+03
7.000000e+00   0.000000e+00   0.000000e+00   3.693137e+00   -1.418488e+00   -6.390201e+02   9.241582e+02   1.123572e+03
6.000000e+00   0.000000e+00   0.000000e+00   3.726367e+00   -1.428214e+00   -6.425446e+02   9.382413e+02   1.137172e+03
6.000000e+00   0.000000e+00   0.000000e+00   3.170888e+00   -1.252952e+00   -6.509339e+02   9.557604e+02   1.156371e+03
6.000000e+00   0.000000e+00   0.000000e+00   3.425909e+00   -1.336940e+00   -6.634214e+02   9.873993e+02   1.189574e+03
5.000000e+00   0.000000e+00   0.000000e+00   1.181820e+00   -1.813780e-01   -7.817382e+01   2.389247e+02   2.513885e+02
