#   ID    	x	      y	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec 
6.000000e+00   2.744774e+02   4.157498e+02   5.504555e+02   -6.851806e+00   0.000000e+00   0.000000e+00   0.000000e+00
6.000000e+00   0.000000e+00   0.000000e+00   5.307742e+02   -6.812275e+00   1.050390e+02   -1.047067e+02   1.483128e+02
4.000000e+00   0.000000e+00   0.000000e+00   5.381592e+02   -6.827277e+00   7.507732e+01   -7.832947e+01   1.084993e+02
5.000000e+00   0.000000e+00   0.000000e+00   4.740431e+02   -6.689544e+00   7.232205e+01   -7.432938e+01   1.037079e+02
4.000000e+00   0.000000e+00   0.000000e+00   4.746816e+02   -6.691006e+00   6.408479e+01   -7.156280e+01   9.606297e+01
7.000000e+00   0.000000e+00   0.000000e+00   4.157865e+02   -6.547176e+00   6.076882e+01   -6.275228e+01   8.735387e+01
5.000000e+00   0.000000e+00   0.000000e+00   5.705645e+02   -6.890762e+00   5.982545e+01   -5.816915e+01   8.344300e+01
5.000000e+00   0.000000e+00   0.000000e+00   5.876144e+02   -6.922731e+00   5.086068e+01   -5.022755e+01   7.148157e+01
4.000000e+00   0.000000e+00   0.000000e+00   5.637583e+02   -6.877732e+00   3.656835e+01   -4.396381e+01   5.718445e+01
5.000000e+00   0.000000e+00   0.000000e+00   4.858491e+02   -6.716253e+00   3.084580e+01   -4.010647e+01   5.059636e+01
6.000000e+00   0.000000e+00   0.000000e+00   5.288541e+02   -6.808340e+00   1.704854e+01   -2.012526e+01   2.637573e+01
7.000000e+00   0.000000e+00   0.000000e+00   5.467493e+02   -6.844471e+00   3.556252e+00   -1.869647e+00   4.017774e+00
6.000000e+00   0.000000e+00   0.000000e+00   5.426439e+02   -6.836287e+00   -6.198874e+00   1.293325e+01   1.434207e+01
6.000000e+00   0.000000e+00   0.000000e+00   4.818226e+02   -6.707218e+00   -1.804240e+01   5.367444e+01   5.662574e+01
4.000000e+00   0.000000e+00   0.000000e+00   5.834261e+02   -6.914965e+00   -2.351421e+01   6.446257e+01   6.861735e+01
5.000000e+00   0.000000e+00   0.000000e+00   5.144951e+02   -6.778453e+00   -3.044293e+01   8.448334e+01   8.980093e+01
6.000000e+00   0.000000e+00   0.000000e+00   5.077408e+02   -6.764105e+00   -3.642141e+01   1.000835e+02   1.065046e+02
5.000000e+00   0.000000e+00   0.000000e+00   5.164321e+02   -6.782533e+00   -4.092989e+01   1.151305e+02   1.221896e+02
5.000000e+00   0.000000e+00   0.000000e+00   5.039940e+02   -6.756063e+00   -5.385158e+01   1.466286e+02   1.562048e+02
5.000000e+00   0.000000e+00   0.000000e+00   4.895766e+02   -6.724552e+00   -6.161065e+01   1.634296e+02   1.746572e+02
5.000000e+00   0.000000e+00   0.000000e+00   5.162832e+02   -6.782220e+00   -6.776214e+01   1.797528e+02   1.921009e+02
5.000000e+00   0.000000e+00   0.000000e+00   5.567457e+02   -6.864142e+00   -7.239984e+01   2.060938e+02   2.184409e+02
6.000000e+00   0.000000e+00   0.000000e+00   4.824451e+02   -6.708620e+00   -8.325463e+01   2.326735e+02   2.471200e+02
