#   ID    	x	      y	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec 
9.000000e+00   6.941622e+02   4.920482e+02   1.234117e+00   -2.283911e-01   0.000000e+00   0.000000e+00   0.000000e+00
7.000000e+00   0.000000e+00   0.000000e+00   1.100303e+00   -1.037812e-01   1.056590e+02   -1.115071e+02   1.536153e+02
6.000000e+00   0.000000e+00   0.000000e+00   1.301762e+00   -2.863289e-01   7.415262e+01   -8.820077e+01   1.152301e+02
6.000000e+00   0.000000e+00   0.000000e+00   1.256705e+00   -2.480833e-01   5.900476e+01   -6.269564e+01   8.609474e+01
7.000000e+00   0.000000e+00   0.000000e+00   1.219053e+00   -2.150565e-01   5.050653e+01   -5.646639e+01   7.575858e+01
6.000000e+00   0.000000e+00   0.000000e+00   1.148808e+00   -1.506191e-01   3.689324e+01   -5.192108e+01   6.369387e+01
7.000000e+00   0.000000e+00   0.000000e+00   1.141900e+00   -1.440700e-01   3.225436e+01   -4.412232e+01   5.465458e+01
7.000000e+00   0.000000e+00   0.000000e+00   1.161276e+00   -1.623389e-01   1.478249e+01   -1.201584e+01   1.904999e+01
9.000000e+00   0.000000e+00   0.000000e+00   1.192498e+00   -1.911439e-01   6.702446e+00   -5.298196e-01   6.723355e+00
7.000000e+00   0.000000e+00   0.000000e+00   1.186382e+00   -1.855616e-01   -6.619816e+00   1.041918e+01   1.234428e+01
6.000000e+00   0.000000e+00   0.000000e+00   1.187973e+00   -1.870168e-01   -2.306654e+01   6.422381e+01   6.824048e+01
6.000000e+00   0.000000e+00   0.000000e+00   1.029689e+00   -3.176484e-02   -6.244902e+01   1.785850e+02   1.891890e+02
