#   ID    	x	      y	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec 
4.000000e+00   7.489645e+02   2.914044e+02   2.887710e+00   -1.151384e+00   0.000000e+00   0.000000e+00   0.000000e+00
6.000000e+00   0.000000e+00   0.000000e+00   1.648534e+00   -5.427450e-01   -4.959961e+02   -2.412739e+02   5.515661e+02
4.000000e+00   0.000000e+00   0.000000e+00   2.375008e+00   -9.391628e-01   2.097144e+01   -4.173434e+01   4.670714e+01
5.000000e+00   0.000000e+00   0.000000e+00   1.582212e+00   -4.981617e-01   -5.294159e+02   -1.513940e+02   5.506372e+02
4.000000e+00   0.000000e+00   0.000000e+00   3.029997e+00   -1.203605e+00   1.513309e+01   -2.811241e+01   3.192676e+01
5.000000e+00   0.000000e+00   0.000000e+00   1.599924e+00   -5.102482e-01   -5.355934e+02   -1.351401e+02   5.523795e+02
4.000000e+00   0.000000e+00   0.000000e+00   3.033734e+00   -1.204944e+00   1.016698e+01   -1.371887e+01   1.707556e+01
5.000000e+00   0.000000e+00   0.000000e+00   4.444865e+00   -1.619646e+00   4.665760e+00   -3.911452e+00   6.088413e+00
4.000000e+00   0.000000e+00   0.000000e+00   2.680055e+00   -1.070359e+00   -6.327203e+00   1.224409e+01   1.378228e+01
4.000000e+00   0.000000e+00   0.000000e+00   2.806153e+00   -1.120278e+00   -1.013611e+01   3.429173e+01   3.575841e+01
4.000000e+00   0.000000e+00   0.000000e+00   3.147507e+00   -1.244917e+00   -1.690572e+01   5.138657e+01   5.409606e+01
5.000000e+00   0.000000e+00   0.000000e+00   1.719180e+00   -5.883035e-01   -5.692950e+02   -4.562122e+01   5.711201e+02
3.000000e+00   0.000000e+00   0.000000e+00   3.463809e+00   -1.348885e+00   -2.903564e+01   8.326840e+01   8.818557e+01
5.000000e+00   0.000000e+00   0.000000e+00   3.592860e+00   -1.388601e+00   -3.515211e+01   9.927312e+01   1.053130e+02
4.000000e+00   0.000000e+00   0.000000e+00   3.365125e+00   -1.317503e+00   -3.968603e+01   1.127744e+02   1.195535e+02
4.000000e+00   0.000000e+00   0.000000e+00   3.341229e+00   -1.309766e+00   -4.556306e+01   1.297639e+02   1.375305e+02
5.000000e+00   0.000000e+00   0.000000e+00   1.697148e+00   -5.742991e-01   -5.989805e+02   2.998280e+01   5.997305e+02
4.000000e+00   0.000000e+00   0.000000e+00   3.568934e+00   -1.381346e+00   -5.147284e+01   1.439090e+02   1.528373e+02
4.000000e+00   0.000000e+00   0.000000e+00   3.972295e+00   -1.497604e+00   -5.842244e+01   1.602397e+02   1.705577e+02
4.000000e+00   0.000000e+00   0.000000e+00   3.479402e+00   -1.353762e+00   -6.672920e+01   1.790681e+02   1.910972e+02
4.000000e+00   0.000000e+00   0.000000e+00   2.584171e+00   -1.030803e+00   -7.236626e+01   1.988910e+02   2.116471e+02
