#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec 
3.000000e+00   1.702154e+02   1.679996e+01   1.925140e+00   -7.111560e-01   0.000000e+00   0.000000e+00   0.000000e+00
4.000000e+00   1.700776e+02   1.673294e+01   1.099023e+00   -1.025169e-01   -4.959961e+02   -2.412739e+02   5.515661e+02
3.000000e+00   1.702212e+02   1.678837e+01   1.583339e+00   -4.989347e-01   2.097144e+01   -4.173434e+01   4.670714e+01
4.000000e+00   1.700683e+02   1.675790e+01   1.054808e+00   -5.793353e-02   -5.294159e+02   -1.513940e+02   5.506372e+02
3.000000e+00   1.702196e+02   1.679215e+01   2.019998e+00   -7.633772e-01   1.513309e+01   -2.811241e+01   3.192676e+01
4.000000e+00   1.700666e+02   1.676242e+01   1.066616e+00   -7.002003e-02   -5.355934e+02   -1.351401e+02   5.523795e+02
3.000000e+00   1.702182e+02   1.679615e+01   2.022490e+00   -7.647158e-01   1.016698e+01   -1.371887e+01   1.707556e+01
3.000000e+00   1.702167e+02   1.679887e+01   2.963243e+00   -1.179418e+00   4.665760e+00   -3.911452e+00   6.088413e+00
3.000000e+00   1.702136e+02   1.680336e+01   1.786703e+00   -6.301310e-01   -6.327203e+00   1.224409e+01   1.378228e+01
3.000000e+00   1.702126e+02   1.680948e+01   1.870769e+00   -6.800503e-01   -1.013611e+01   3.429173e+01   3.575841e+01
3.000000e+00   1.702107e+02   1.681423e+01   2.098338e+00   -8.046884e-01   -1.690572e+01   5.138657e+01   5.409606e+01
4.000000e+00   1.700572e+02   1.678729e+01   1.146120e+00   -1.480754e-01   -5.692950e+02   -4.562122e+01   5.711201e+02
3.000000e+00   1.702073e+02   1.682309e+01   2.309206e+00   -9.086567e-01   -2.903564e+01   8.326840e+01   8.818557e+01
3.000000e+00   1.702056e+02   1.682753e+01   2.395240e+00   -9.483725e-01   -3.515211e+01   9.927312e+01   1.053130e+02
3.000000e+00   1.702044e+02   1.683128e+01   2.243417e+00   -8.772749e-01   -3.968603e+01   1.127744e+02   1.195535e+02
3.000000e+00   1.702027e+02   1.683600e+01   2.227486e+00   -8.695375e-01   -4.556306e+01   1.297639e+02   1.375305e+02
4.000000e+00   1.700490e+02   1.680829e+01   1.131432e+00   -1.340710e-01   -5.989805e+02   2.998280e+01   5.997305e+02
3.000000e+00   1.702011e+02   1.683993e+01   2.379289e+00   -9.411180e-01   -5.147284e+01   1.439090e+02   1.528373e+02
3.000000e+00   1.701992e+02   1.684447e+01   2.648197e+00   -1.057376e+00   -5.842244e+01   1.602397e+02   1.705577e+02
4.000000e+00   1.701968e+02   1.684970e+01   2.319602e+00   -9.135335e-01   -6.672920e+01   1.790681e+02   1.910972e+02
3.000000e+00   1.701953e+02   1.685521e+01   1.722780e+00   -5.905748e-01   -7.236626e+01   1.988910e+02   2.116471e+02
