#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
5.400000e+01   5.981392e+02   3.317154e+02   3.717223e+01   2.736848e+01   1.582628e+01   -2.998447e+00   -4.665227e-01   -6.489716e-01   7.992544e-01
5.500000e+01   5.980626e+02   3.320424e+02   3.717243e+01   2.736836e+01   1.747153e+01   -3.105827e+00   2.663105e-01   -1.095580e+00   1.127482e+00
5.400000e+01   5.979775e+02   3.325794e+02   3.717234e+01   2.736836e+01   1.479295e+01   -2.925137e+00   -7.733977e-02   -1.099963e+00   1.102679e+00
5.400000e+01   5.979335e+02   3.328828e+02   3.717228e+01   2.736845e+01   1.697517e+01   -3.074536e+00   -2.794526e-01   -7.735120e-01   8.224443e-01
5.800000e+01   5.979258e+02   3.330713e+02   3.717249e+01   2.736840e+01   1.684880e+01   -3.066423e+00   4.603244e-01   -9.535613e-01   1.058857e+00
5.700000e+01   5.978576e+02   3.332435e+02   3.717255e+01   2.736847e+01   1.509646e+01   -2.947188e+00   7.026378e-01   -6.935054e-01   9.872435e-01
5.400000e+01   5.979035e+02   3.333861e+02   3.717245e+01   2.736842e+01   1.443860e+01   -2.898813e+00   3.335789e-01   -8.863917e-01   9.470824e-01
5.700000e+01   5.978792e+02   3.337738e+02   3.717229e+01   2.736858e+01   1.584872e+01   -2.999985e+00   -2.510345e-01   -3.103577e-01   3.991744e-01
5.600000e+01   5.978381e+02   3.339842e+02   3.717237e+01   2.736860e+01   1.697411e+01   -3.074468e+00   1.921223e-02   -2.347280e-01   2.355129e-01
5.500000e+01   5.975693e+02   3.345705e+02   3.717236e+01   2.736866e+01   1.254649e+01   -2.746306e+00   0.000000e+00   0.000000e+00   0.000000e+00
