#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
1.100000e+01   8.763254e+01   8.052489e+01   3.725913e+01   2.624203e+01   1.274009e+00   -2.629313e-01   -2.290151e+00   7.646019e-01   2.414417e+00
1.200000e+01   8.748949e+01   8.092076e+01   3.725924e+01   2.624198e+01   1.078436e+00   -8.198601e-02   -1.893086e+00   6.102320e-01   1.989009e+00
1.200000e+01   8.735270e+01   8.133253e+01   3.725934e+01   2.624183e+01   1.199111e+00   -1.971483e-01   -1.539129e+00   5.074713e-02   1.539966e+00
1.200000e+01   8.728299e+01   8.157455e+01   3.725939e+01   2.624194e+01   1.272278e+00   -2.614551e-01   -1.352701e+00   4.605646e-01   1.428957e+00
1.200000e+01   8.729570e+01   8.203826e+01   3.725916e+01   2.624201e+01   1.294181e+00   -2.799878e-01   -2.179495e+00   6.886908e-01   2.285715e+00
1.200000e+01   8.727032e+01   8.201542e+01   3.725953e+01   2.624205e+01   1.208826e+00   -2.059093e-01   -8.435374e-01   8.369638e-01   1.188303e+00
1.200000e+01   8.725207e+01   8.210483e+01   3.725946e+01   2.624194e+01   1.271371e+00   -2.606805e-01   -1.079319e+00   4.472938e-01   1.168333e+00
1.200000e+01   8.722110e+01   8.255628e+01   3.725921e+01   2.624215e+01   1.334162e+00   -3.130211e-01   -1.989336e+00   1.192853e+00   2.319559e+00
1.200000e+01   8.712739e+01   8.272454e+01   3.725940e+01   2.624186e+01   1.264302e+00   -2.546270e-01   -1.315804e+00   1.616917e-01   1.325702e+00
1.100000e+01   8.689512e+01   8.308180e+01   3.725976e+01   2.624181e+01   1.298309e+00   -2.834455e-01   0.000000e+00   0.000000e+00   0.000000e+00
