#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
3.300000e+01   6.205054e+00   1.999879e+02   3.698559e+01   2.617256e+01   2.709924e+00   -1.082393e+00   -3.133036e-01   -1.725294e+00   1.753510e+00
3.300000e+01   6.148285e+00   2.004700e+02   3.698564e+01   2.617273e+01   2.184382e+00   -8.483217e-01   -1.016340e-01   -1.093477e+00   1.098190e+00
3.300000e+01   6.054254e+00   2.009616e+02   3.698560e+01   2.617274e+01   2.970708e+00   -1.182150e+00   -2.800967e-01   -1.078505e+00   1.114283e+00
3.200000e+01   6.043868e+00   2.010644e+02   3.698600e+01   2.617285e+01   2.845037e+00   -1.135220e+00   1.179520e+00   -6.764966e-01   1.359748e+00
3.500000e+01   6.041919e+00   2.014986e+02   3.698577e+01   2.617289e+01   2.539712e+00   -1.011961e+00   3.511246e-01   -5.330215e-01   6.382793e-01
3.100000e+01   5.941423e+00   2.017065e+02   3.698568e+01   2.617296e+01   2.773115e+00   -1.107420e+00   2.656454e-02   -2.565209e-01   2.578927e-01
3.200000e+01   6.007745e+00   2.018931e+02   3.698548e+01   2.617309e+01   2.899114e+00   -1.155663e+00   -7.011663e-01   2.106467e-01   7.321245e-01
3.500000e+01   5.925331e+00   2.020085e+02   3.698583e+01   2.617298e+01   2.828722e+00   -1.128976e+00   5.637303e-01   -2.132670e-01   6.027227e-01
3.000000e+01   5.838826e+00   2.022888e+02   3.698582e+01   2.617277e+01   2.406174e+00   -9.533174e-01   5.155975e-01   -9.706941e-01   1.099131e+00
3.200000e+01   5.659952e+00   2.029338e+02   3.698567e+01   2.617304e+01   2.588627e+00   -1.032674e+00   0.000000e+00   0.000000e+00   0.000000e+00
