#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
5.300000e+01   3.827585e+02   3.309310e+02   3.701938e+01   2.696590e+01   1.467539e+00   -4.164740e-01   -5.956622e-01   -1.271298e-01   6.090775e-01
5.400000e+01   3.826551e+02   3.311578e+02   3.701980e+01   2.696571e+01   1.271282e+00   -2.606046e-01   9.074465e-01   -8.288795e-01   1.229024e+00
5.300000e+01   3.823979e+02   3.318139e+02   3.701934e+01   2.696549e+01   1.475039e+00   -4.220088e-01   -7.286576e-01   -1.602540e+00   1.760420e+00
5.300000e+01   3.822683e+02   3.321483e+02   3.701922e+01   2.696547e+01   1.243280e+00   -2.364226e-01   -1.190914e+00   -1.683659e+00   2.062276e+00
5.700000e+01   3.822746e+02   3.322469e+02   3.701958e+01   2.696536e+01   1.406225e+00   -3.701369e-01   1.182934e-01   -2.067028e+00   2.070410e+00
5.600000e+01   3.822943e+02   3.326571e+02   3.701926e+01   2.696578e+01   1.237787e+00   -2.316149e-01   -1.026327e+00   -5.582505e-01   1.168328e+00
5.300000e+01   3.823037e+02   3.326440e+02   3.701939e+01   2.696559e+01   1.407364e+00   -3.710164e-01   -5.469337e-01   -1.236149e+00   1.351740e+00
5.600000e+01   3.821509e+02   3.328750e+02   3.701946e+01   2.696541e+01   1.684335e+00   -5.660713e-01   -3.288181e-01   -1.887784e+00   1.916207e+00
5.500000e+01   3.822236e+02   3.331285e+02   3.701955e+01   2.696561e+01   1.555730e+00   -4.798353e-01   3.044333e-02   -1.181267e+00   1.181660e+00
5.400000e+01   3.820823e+02   3.337448e+02   3.701955e+01   2.696594e+01   1.412755e+00   -3.751674e-01   0.000000e+00   0.000000e+00   0.000000e+00
