id peak flux mag RA DEC
63 1646.0 2.6974984637588433 -1.077403015054426 45.95752857770369 51.09424596024935
99 4551.0 6.551380900311002 -2.0408321256193274 45.9688726190453 51.80227983917772
94 646.0 1.0929270291402127 -0.09647791654016649 45.9710208378926 51.74905615032051
57 7208.0 12.012034885030374 -2.6990414619879783 45.97614647093257 51.018238523553336
82 1606.0 2.401791540174087 -0.9513382769419751 45.97694513228137 51.5394748966568
98 1298.0 2.027607336072065 -0.7674596346801625 45.977135741458824 51.80706298929374
55 1006.0 1.3829786503015977 -0.35203868937708227 45.978762943199044 51.0023421556951
67 849.0 1.3022828785294327 -0.2867633270177495 45.99700646788497 51.2232829617986
50 2631.0 4.030122180532249 -1.513295531932552 46.016993159660885 51.03343284831277
51 1250.0 1.8086590515384893 -0.643391765420645 46.02144927159713 51.044733317932874
27 801.0 1.0372185273220018 -0.03967566438579756 46.02437001659567 50.522753461374144
73 7773.0 11.287202501523877 -2.631465791770298 46.02462472491749 51.373579816629224
69 843.0 1.2603676415015765 -0.25124311157681617 46.02620717450511 51.32399707666738
100 728.0 1.0999767524542228 -0.10345876656024802 46.032570798463446 51.96828292639201
42 19825.0 29.963814084386236 -3.6914927343821895 46.05499139025637 50.95480503060675
79 1717.0 2.4641947601643697 -0.9791875743986134 46.05689884075502 51.71298323450714
26 662.0 1.0343567608242794 -0.03667589364084207 46.06385194960739 50.60752713979929
47 946.0 1.3241206890345498 -0.30481892838034036 46.064714888372954 51.11843758657771
84 1913.0 2.5793455977858395 -1.028773839210482 46.08073951674134 51.84014087578312
70 908.0 1.3667967876040832 -0.33925987350334386 46.09436580898662 51.50904074294044
24 5026.0 7.144588440908577 -2.1349430415332464 46.096013934981976 50.65569716525311
76 9894.0 16.580314642944085 -3.0489819196366326 46.121866535724315 51.69702638270019
83 2039.0 3.2539531984410903 -1.2810282554872334 46.121963983647795 51.92832618988502
28 1371.0 2.1542721049292615 -0.8332513948117513 46.12275952368579 50.82395366554905
38 946.0 1.4777065244016794 -0.4239704770812461 46.12488199210451 51.09270411504442
53 3325.0 4.929927652898676 -1.7321013650402195 46.12579078952021 51.35128272670583
19 10709.0 16.653966906181545 -3.053794243294436 46.13784217454363 50.61682244842096
44 669.0 1.1913287200107359 -0.19007902920879127 46.13869912133119 51.19577568222889
20 701.0 1.1850176781423478 -0.1843120730433761 46.14812306217318 50.72875459555516
49 24369.0 34.953860352583796 -3.858737867031347 46.15097679138413 51.36314970292165
61 1366.0 2.0765545417229743 -0.7933583563829111 46.15601212931107 51.553367519697325
10 2034.0 3.2714404412005336 -1.286847545199426 46.181321156214544 50.42245275386096
39 5339.0 8.106507080412305 -2.272084415901646 46.18470052148971 51.274917005403346
8 913.0 1.2619727664884215 -0.25262495721597344 46.18806556621033 50.411122946475864
54 807.0 1.1873820306772427 -0.1864761805403521 46.19045433796296 51.51876054972224
34 1525.0 2.165672960978 -0.8389821857022759 46.192222071748304 51.131659968405444
17 5417.0 8.231375350959853 -2.288681014953152 46.19319276470208 50.717004922286314
68 2651.0 4.028517960299178 -1.512863260487241 46.2051305743586 51.77050323738378
74 4620.0 7.220277421123195 -2.146384711426978 46.21594398442286 51.929550192158295
23 2025.0 3.130102710336411 -1.2388964715022845 46.216994992961524 50.93384545822962
1 2026.0 3.0807130898900796 -1.2216281347248505 46.21895260699618 50.43148666686677
71 909.0 1.5017816887311508 -0.44151701164650015 46.22117935902786 51.85882817391286
72 851.0 1.1846788173063536 -0.18400155776749336 46.226751591232684 51.87981885188153
65 1148.0 1.793601673849523 -0.6343150013733312 46.229166384762756 51.811270813859686
46 1236.0 1.8272540617241284 -0.6544973398288216 46.240408094542765 51.53400148329304
22 14087.0 20.11798876288476 -3.258961403081897 46.24109376879864 50.99181243212328
33 952.0 1.3946938773814 -0.3611972359535303 46.273399805890385 51.315383597559915
32 2036.0 3.3180240040481723 -1.3021988089435457 46.290991569576946 51.34883864255299
30 871.0 1.1624944190527964 -0.16347719147402745 46.2917010625468 51.26617087343452
41 9603.0 14.049574331488783 -2.8691579158899345 46.29226588513939 51.56130056909149
15 706.0 1.0187851534956298 -0.02020651867872765 46.3048738410461 50.92604100163193
36 1160.0 1.797206502058903 -0.6364949528616649 46.30672877871332 51.52780157520159
7 910.0 1.2989690923378845 -0.2839970439897334 46.314675100853776 50.73079773239864
5 5627.0 7.807053355749409 -2.2312178686846678 46.32501304977221 50.755143019297826
16 6412.0 9.304844308233488 -2.421772776917701 46.342321095526316 51.0335968588886
45 2399.0 3.7233585329000602 -1.4273371442412597 46.344028126950114 51.737598268709384
48 2597.0 3.7792523534829665 -1.4435147304977634 46.347168684606345 51.85462749055635
31 2889.0 4.3593233053849465 -1.5985476982025262 46.3538209577827 51.48686880561237
43 1718.0 2.3483402779615505 -0.9269025676119265 46.36517515501995 51.75592707500961
18 5719.0 8.684128025253491 -2.3468155434769398 46.3810554715549 51.207358967986295
11 1860.0 2.7733551593411003 -1.1075137235888042 46.38868995085376 51.0435701371347
35 6236.0 8.550511164227029 -2.3299801959336968 46.397759928395345 51.739001576626094
13 7221.0 10.78433070042087 -2.581982992480582 46.40238270046883 51.09932791203386
40 1181.0 1.8674539435142286 -0.6781247493453952 46.40774942840283 51.85621939175671
29 19733.0 30.985569248108416 -3.7278986978853275 46.40804233419267 51.56241029270234
6 6530.0 10.343479148806773 -2.5366666082543423 46.420575416710605 50.99945380109631
25 1049.0 1.6216556585246553 -0.5248966045295128 46.46916812465968 51.61866238628477
12 3301.0 4.411992253946157 -1.6115868532149238 46.5029116775033 51.3489485034918
21 5007.0 7.041656247099265 -2.119187050688077 46.503237097880294 51.65905045834507
9 995.0 1.2548747271613239 -0.24650093203648415 46.508435459321376 51.26081745229433
4 5965.0 8.391152919220358 -2.3095540892160074 46.53961598641268 51.29354793231619
2 1583.0 2.277949318340077 -0.8938601432886816 46.60723470540586 51.45879184372598
14 2108.0 2.80479818348402 -1.1197540437019502 46.63731755853796 51.71655042635916
3 786.0 1.0842354583639473 -0.08780901538576474 46.69743686333149 51.68939273889811
